,name,artist,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,spotify_id,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,11,12,genres_together,artist_id,artist_followers,artist_popularity
170,Warmest Embrace,Dean Valio,Warmest Embrace,2019-03-12,0.3241181190865359,0.51,0.988,0.171,0.0323,0.906,0.111,0.4148659168389123,0.04023605150214592,0.0351,0.3479258776062429,5,0Sn8lWeOkc5crNhOus3hw9,2019,background music,,,,,,,,,,,,,background music,5eLXROpXyDsljbkItKaQxc,221,43
171,Silver Sky,Chaxti,After the Glow,2018-10-05,0.15759553562992099,0.0,0.838,0.213,0.314,0.986,0.145,0.7253375567068424,0.040879828326180256,0.0359,0.6667681380010148,1,4lVMEMn8E6GG9dLoXJ4bmB,2018,background music,,,,,,,,,,,,,background music,12Ip37wPd8ddVsBrrbcFZH,434,49
172,Ayurveda,Benny Bernstein,Benny Bernstein,2016-12-13,0.12899936678602303,0.42,0.969,0.203,0.238,0.975,0.102,0.6445386948702118,0.03540772532188841,0.0375,0.3808799014278466,4,33gCu2lv6gZ7x6MXdoeTo4,2016,atmosphere,background music,focus,,,,,,,,,,,"atmosphere,background music,focus",4iJdqHLAdAbYvCrB5hDnHM,2757,51
173,Pavane,Nikolaj Gaideur,Pavane,2019-04-04,0.09465350220919753,0.44,0.993,0.46,0.0607,0.957,0.107,0.4029474136311169,0.06931330472103005,0.154,0.32133555603875236,4,07aNE412CtsxB66SOk0Nu3,2019,background music,,,,,,,,,,,,,background music,7BeOUN76z2LvYSqRpcXqvY,166,37
174,Spiritual Touch,Michel LeBond,Re-Creating,2018-09-11,0.27208316116212394,0.46,0.989,0.107,0.0888,0.953,0.377,0.36042734813303623,0.037124463519313304,0.181,0.44002319344785096,4,448vZRidoOl0wUKibsp0vI,2018,atmosphere,background music,focus,,,,,,,,,,,"atmosphere,background music,focus",49r28kFLIBUEgxnjLUvUwA,1397,55
175,Green Space,Halcyon Lounge,Breathing Life,2016-05-26,0.3438817286036433,0.0,0.651,0.509,0.389,0.92,0.108,0.8109682441682549,0.034656652360515024,0.273,0.3527385180353217,4,1Xogo6SwCoTm0TZMjIxK5u,2016,chill beats,,,,,,,,,,,,,chill beats,3K7HJeeO3nFWo7sYaRYk49,883,26
176,All Around Us,Amaranth Cove,All Around Us,2018-11-23,0.14906759594461,0.44,0.94,0.14,0.158,0.965,0.0817,0.47969291063806935,0.04291845493562232,0.0364,0.3407600686139499,4,5jFQb4HLIsyOpClpUNDKqy,2018,background music,focus,,,,,,,,,,,,"background music,focus",1Gt39QnTBTndeyiJ5SO04q,3343,57
177,California,ill Nicky,California,2020-06-12,0.15087274937560025,0.56,0.217,0.611,0.804,0.0,0.306,0.9093495825839529,0.16630901287553648,0.602,0.8597472880577903,3,0td8QgmgwUwlbk58VKf6Fl,2020,sad rap,,,,,,,,,,,,,sad rap,6NVUzbf5gy1bg5A4diGkqm,4753,49
178,Painted Red,ill Nicky,Painted Red,2020-04-10,0.234015577909999,0.35,0.14,0.783,0.562,0.0,0.156,0.8228867473760502,0.07060085836909871,0.534,0.5895532845304534,4,1qW1v6qcXeS8NatTTEKG35,2020,sad rap,,,,,,,,,,,,,sad rap,6NVUzbf5gy1bg5A4diGkqm,4753,49
179,QUARANTINE CLEAN,Turbo,QUARANTINE CLEAN,2020-04-02,0.2157849385331154,0.63,0.541,0.787,0.518,0.0,0.132,0.827128016535581,0.2875536480686695,0.327,0.44137131260418927,4,1EOcezY4qMN1ScTRJdTrC0,2020,rap,trap,,,,,,,,,,,,"rap,trap",002HSjuWsGMinkXTa7JcRp,5506,50
180,SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,0.3498909151422757,0.89,0.00513,0.834,0.73,0.0,0.124,0.9444340053150082,0.23819742489270385,0.446,0.7489937426010486,4,2xLMifQCjDGFmkHkpNLD9h,2018,rap,,,,,,,,,,,,,rap,0Y5tJX1MQlPlqiwlOH1tJY,12447120,96
181,Toxic,Britney Spears,In The Zone,2003-11-13,0.18909123217234702,0.79,0.0249,0.774,0.838,0.025,0.242,0.9390653101763615,0.1223175965665236,0.924,0.6911647459592665,4,6I9VzXrHxO9rA9A5euc8Ak,2003,dance pop,pop,pop rap,post-teen pop,,,,,,,,,,"dance pop,pop,pop rap,post-teen pop",26dSoYclwsYLMAKD3tpOr4,7767908,82
182,Mask Off,Future,FUTURE,2017-06-30,0.19727083365652162,0.8,0.0102,0.833,0.434,0.0219,0.165,0.8080423053176925,0.46244635193133043,0.281,0.7250948273779324,4,0VgkVdmE4gld66l8iyGjgx,2017,atl hip hop,pop rap,rap,southern hip hop,trap,,,,,,,,,"atl hip hop,pop rap,rap,southern hip hop,trap",1RyvyyTE3xzB2ZywiAwp0i,9224402,91
183,Heal the World,Michael Jackson,Dangerous,1991-11-13,0.45070591371084545,0.69,0.537,0.534,0.485,1.79e-06,0.104,0.8281749120876171,0.05010729613733905,0.102,0.3910173709260467,4,7woW97CfcWaKtuC6W5BP2K,1991,pop,r&b,soul,,,,,,,,,,,"pop,r&b,soul",3fMbdgg4jU18AjLCKBhRSm,15726017,85
184,Lonely,Lil Story,Lonely,2020-03-20,0.15183455768804974,0.44,0.0541,0.737,0.59,0.0,0.102,0.8506160577671597,0.157725321888412,0.712,0.41067381797975405,4,6UjgtHhNFzFLpERRJLybAr,2020,sad rap,,,,,,,,,,,,,sad rap,7l1LpKcZ4ifOZz65pl20Xz,4557,50
185,My Feelings,Lil Story,My Feelings,2020-01-31,0.2776058024400597,0.42,0.0567,0.839,0.799,0.0,0.105,0.9252409201943467,0.10568669527896996,0.679,0.6033195622236718,4,5lXyAs3NUUxmBaDUKtA0da,2020,sad rap,,,,,,,,,,,,,sad rap,7l1LpKcZ4ifOZz65pl20Xz,4557,50
186,Lit (feat. Hardstop Lucas),LookatBook,Lit (feat. Hardstop Lucas),2018-01-01,0.16955467711023142,0.41,0.489,0.855,0.705,0.0,0.157,0.8929482189353878,0.03648068669527897,0.553,0.6571138653330434,4,7e8SO7RvvGBLRuzlnUml5N,2018,,,,,,,,,,,,,,,6vriARMD1rENG8qe9Ps9k0,1553,33
187,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),1987-09-01,0.25697205255817035,0.69,0.0258,0.381,0.894,0.0,0.0251,0.8122567310015301,0.03969957081545064,0.797,0.993104781232635,4,2oSpQ7QtIKTNFfA08Cy0ku,1987,alternative rock,classic rock,permanent wave,pop rock,rock,,,,,,,,,"alternative rock,classic rock,permanent wave,pop rock,rock",4KWTAlx2RvbpseOGMEmROg,2610458,76
188,You Sound Like You're Sick - 2002 Remaster,Ramones,Pleasant Dreams (Expanded 2005 Remaster),1981-07-20,0.13615792836079377,0.38,0.00767,0.334,0.925,2.78e-06,0.253,0.9106380694172281,0.04935622317596566,0.756,1.0,4,47tVRotmsKNeNqO7xU5og2,1981,classic rock,early us punk,permanent wave,punk,rock,skate punk,,,,,,,,"classic rock,early us punk,permanent wave,punk,rock,skate punk",1co4F2pPNH8JjTutZkmgSm,1834602,70
189,Sick,Ryan Caraveo,Butterfly Boy,2019-08-23,0.13871052813430343,0.45,0.221,0.738,0.608,5.34e-06,0.0917,0.8899417496577456,0.045815450643776824,0.526,0.7538547027131502,4,67e01YhT8uWPgHkikBskZu,2019,deep underground hip hop,indie pop rap,pop rap,sad rap,,,,,,,,,,"deep underground hip hop,indie pop rap,pop rap,sad rap",1PDE2MIJ4M6uvFJDrslazf,168993,63
190,Don't Stand So Close To Me,The Police,Zenyatta Mondatta (Remastered 2003),1980-10-03,0.2509544043628302,0.69,0.0453,0.799,0.506,0.00107,0.0365,0.7914261938635814,0.06502145922746781,0.518,0.6779686405257181,4,5veJDT0MLsLbhYsx42GXUD,1980,album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock,,,,,"album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock",5NGO30tJxFlKixkPSgXcFE,3711138,78
191,Sick Feeling,boy pablo,Soy Pablo,2018-10-05,0.12832807535387353,0.62,0.022,0.425,0.504,3.84e-06,0.363,0.7756153866802673,0.033690987124463515,0.403,0.8012273199487812,4,7zxLkZbUxITHabPzGN8Xgc,2018,bedroom pop,bergen indie,indie pop,indie r&b,norwegian indie,,,,,,,,,"bedroom pop,bergen indie,indie pop,indie r&b,norwegian indie",7wbkl3zgDZEoZer357mVIw,665872,71
192,I Believe I'm Fine,Robin Schulz,Uncovered,2017-09-29,0.22987641750378307,0.55,0.271,0.711,0.747,0.0,0.328,0.8786406463908947,0.06545064377682402,0.572,0.48324514991181655,4,2i3WO0WkrlnrA1I4GdUmxh,2017,dance pop,deep euro house,deep house,edm,german dance,pop,tropical house,,,,,,,"dance pop,deep euro house,deep house,edm,german dance,pop,tropical house",3t5xRXzsuZmMDkQzgOX35S,2481486,85
193,Harder To Breathe,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,0.1536834296786968,0.66,0.0506,0.662,0.908,0.0,0.0508,0.9162483558371136,0.048175965665236055,0.967,0.7245101592133555,4,4V9JDRqKjN8F2HWdlEDxvI,2002,pop,pop rock,,,,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26773372,90
194,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1990-02-20,0.27167700164015113,0.73,0.00456,0.867,0.517,0.000339,0.0864,0.6892062384237511,0.09388412017167382,0.866,0.6433669155130342,4,1B75hgRqe7A4fwee3g3Wmu,1990,hip hop,hip house,new jack swing,rap,,,,,,,,,,"hip hop,hip house,new jack swing,rap",2rblp9fJo16ZPTcKDtlmKW,352032,62
195,No Air (feat. Chris Brown),Jordin Sparks,No Air Duet With Chris Brown (Deluxe Single),2008-03-04,0.28181124582381983,0.4,0.0494,0.461,0.757,0.0,0.0603,0.9096448608165786,0.22746781115879827,0.333,0.7731004324611631,4,3EXoXwJg7YCKBG0GZbJFqB,2008,dance pop,neo mellow,pop,pop rap,pop rock,post-teen pop,r&b,urban contemporary,viral pop,,,,,"dance pop,neo mellow,pop,pop rap,pop rock,post-teen pop,r&b,urban contemporary,viral pop",2AQjGvtT0pFYfxR3neFcvz,1539203,69
196,Over My Dead Body,Drake,Take Care (Deluxe),2011-11-15,0.2931315322226939,0.61,0.759,0.489,0.57,2.1e-06,0.179,0.7678844656806163,0.3283261802575107,0.584,0.8964074315672488,4,2Gnsof1hvZzjE1xdLRpjtf,2011,canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap,,,,,,,,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",3TVXtAsR1Inumwj472S9r4,49467391,99
197,No More Parties In LA,Kanye West,The Life Of Pablo,2016-06-10,0.43675405207585594,0.67,0.246,0.508,0.921,0.0,0.221,1.0,0.325107296137339,0.681,0.4496533062743108,4,0zLClc0emc6qUeV1p5nc99,2016,chicago rap,rap,,,,,,,,,,,,"chicago rap,rap",5K4W6rqBFWDnAN6FQUkS6x,12428005,91
198,Love Lockdown,Kanye West,808s & Heartbreak,2008-11-24,0.289934436263276,0.67,0.0542,0.76,0.524,0.5,0.112,0.8382412154725793,0.034656652360515024,0.112,0.5779179048585441,4,1kxeWHF9PrCVZHvVskv8lg,2008,chicago rap,rap,,,,,,,,,,,,"chicago rap,rap",5K4W6rqBFWDnAN6FQUkS6x,12428005,91
199,Sick Boy,The Chainsmokers,Sick Boy,2018-12-14,0.18119368591176466,0.72,0.109,0.663,0.577,0.0,0.12,0.8423214237779507,0.056974248927038625,0.454,0.4348578193327051,4,58kZ9spgxmlEznXGu6FPdQ,2018,dance pop,edm,electropop,pop,tropical house,,,,,,,,,"dance pop,edm,electropop,pop,tropical house",69GGBxA162lTqCwzJG5jLp,16685573,86
200,Who Cares?,LoveJSan,Saddest Popstar to Live,2020-02-21,0.11462865314399906,0.4,0.358,0.688,0.547,0.0,0.121,0.832308807344375,0.11587982832618025,0.106,0.42988572394965086,4,6HMZs3JUF875PIRrcx5MS4,2020,sad rap,,,,,,,,,,,,,sad rap,71ZcTyRBXnVg8aVUyut8GN,4085,45
201,Keeper,Brayke,Keeper,2020-03-09,0.1504496665402119,0.38,0.0139,0.78,0.648,0.000462,0.137,0.7985128714465949,0.05107296137339056,0.35,0.43477567587156624,4,1H82Qg5jQGpdW7aCsIHPHp,2020,meme rap,sad rap,,,,,,,,,,,,"meme rap,sad rap",1jI6Lncil6puawskGzO101,6058,47
202,Upside Down,JVKE,Upside Down,2020-08-18,0.07020495542822329,0.79,0.0494,0.88,0.501,0.0695,0.436,0.8622929696937158,0.06652360515021459,0.459,0.5800198110700393,4,614OkajfRPH8V0ugNQnduP,2020,modern indie pop,,,,,,,,,,,,,modern indie pop,164Uj4eKjl6zTBKfJLFKKK,7798,66
203,Pegao / Me Miro y La Mire (TikTok Hit),Omega,Pegao / Me Miro y La Mire (TikTok Hit),2020-05-20,0.21428722529584068,0.75,0.105,0.945,0.521,0.0557,0.0568,0.9091616782541003,0.2907725321888412,0.861,0.5799859872919234,4,4Pzk85DqWoLqptyA5IlhLk,2020,rap dominicano,,,,,,,,,,,,,rap dominicano,1UjxAZqzphB1tsMb1aWBj0,135993,67
204,Bye Bye,Kim Loaiza,Bye Bye,2020-08-21,0.1682191456265222,0.69,0.24,0.805,0.595,0.0,0.0722,0.8599844307840979,0.08143776824034334,0.685,0.7250948273779324,4,5gc6e6b4ZLAxhLeVtgWe9c,2020,latin viral pop,reggaeton mexicano,,,,,,,,,,,,"latin viral pop,reggaeton mexicano",1QivQCLVipV61DiQiyV14A,999325,64
205,Me perdiste,Kim Loaiza,Me perdiste,2020-07-09,0.1078565072255497,0.71,0.284,0.788,0.725,0.0,0.092,0.9421254664053902,0.13733905579399142,0.434,0.483269309753328,4,1znPo0QYH2TeIBrOCSfrqI,2020,latin viral pop,reggaeton mexicano,,,,,,,,,,,,"latin viral pop,reggaeton mexicano",1QivQCLVipV61DiQiyV14A,999325,64
206,Right Back Where We Started From,Maxine Nightingale,Right Back Where We Started From,2019-06-14,0.17987648801758896,0.7,0.49,0.692,0.653,0.00707,0.455,0.8907202104528494,0.042060085836909865,0.901,0.7152182841680558,4,00s8dO3RWrFkBqC9JIy6ag,2019,classic uk pop,,,,,,,,,,,,,classic uk pop,6jQ9UtYXqNfVnPkrH1Xxwi,7500,57
207,Caramelo - Remix,Ozuna,Caramelo (Remix),2020-08-17,0.23754831958549164,0.84,0.062,0.754,0.796,8.6e-05,0.204,0.9436555445199043,0.14914163090128757,0.62,0.8119881133579763,4,2uu2aGqA2UblCg581Q7l1g,2020,latin,puerto rican pop,reggaeton,trap latino,,,,,,,,,,"latin,puerto rican pop,reggaeton,trap latino",1i8SpTcr7yvPOmcqrbnVXY,24224427,95
208,Caramelo,Ozuna,Caramelo,2020-06-11,0.21552826827964647,0.92,0.0531,0.728,0.806,0.000301,0.153,0.9430381445789601,0.06684549356223175,0.698,0.8121765601217655,4,3gD4J3RUHy4OUuZ3qAiaiG,2020,latin,puerto rican pop,reggaeton,trap latino,,,,,,,,,,"latin,puerto rican pop,reggaeton,trap latino",1i8SpTcr7yvPOmcqrbnVXY,24224427,95
209,Caudal,Larry's Club,Llegando Tarde,2020-08-22,0.2802021207732262,0.2,0.0222,0.6,0.861,5.22e-05,0.0947,0.8592328134646874,0.03766094420600858,0.665,0.5029112609021285,4,3QoEkjoMUXX7ftesI9iwy9,2020,indie nica,,,,,,,,,,,,,indie nica,3jULubpDHToFiueDUnrdkR,339,16
210,Overwhelmed,Royal & the Serpent,Overwhelmed,2020-06-26,0.13337545358005645,0.8,0.308,0.804,0.323,0.0,0.15,0.7454433200010736,0.3272532188841201,0.456,0.420473049696794,4,5jjZikDrEd0by1o7V3fO4y,2020,indie electropop,,,,,,,,,,,,,indie electropop,64EHXDoln95lnccszdPum0,18345,67
211,No More,Fátima Pinto,No More,2020-07-30,0.11180810090807679,0.36,0.208,0.802,0.466,0.0,0.0943,0.7787023863849891,0.2242489270386266,0.336,0.6767219927037278,4,33XkDxx3i8qmJY7HNrMkJW,2020,pop costarricense,,,,,,,,,,,,,pop costarricense,4CCbR8akoap4IDhxSlxlzG,4113,30
212,Arriba,Natanael Cano,Arriba,2020-05-05,0.1550217817146419,0.76,0.313,0.579,0.577,0.0,0.113,0.8321745899659088,0.10836909871244635,0.184,0.5425672247590055,4,6MOjqs7ngSnZz3J5GZLAfm,2020,corrido,corridos tumbados,,,,,,,,,,,,"corrido,corridos tumbados",0elWFr7TW8piilVRYJUe4P,1137853,81
213,Mad at Disney,salem ilese,Mad at Disney,2020-07-24,0.10170770335123915,0.84,0.424,0.738,0.621,7.39e-06,0.692,0.8478243362950635,0.05214592274678111,0.715,0.5506897634751516,4,7aGyRfJWtLqgJaZoG9lJhE,2020,modern indie pop,,,,,,,,,,,,,modern indie pop,3QJUFtGBGL05vo0kCJZsmT,28185,71
214,Mi Pan Su Su Sum,DJ Krass,Mi Pan Su Su Sum,2020-07-21,0.13079887911254146,0.64,0.145,0.864,0.556,0.00188,0.0743,0.9000885834697876,0.055901287553648066,0.98,0.48319199826049136,4,2CUrX5Vrc3OLFQouJ46blh,2020,,,,,,,,,,,,,,,7CE1YXLBA5jyRLJNwXKvDr,1189,51
215,Cinco Am,Mezus,Cinco Am,2020-07-24,0.17167150156329108,0.16,0.0949,0.769,0.783,0.000402,0.186,0.9298579980135828,0.06491416309012875,0.651,0.517320190379551,4,78h4OqkSS5T2O6WskKM581,2020,,,,,,,,,,,,,,,04W7f5ei6SoDPUjZlroa7W,187,10
216,POPSTAR (feat. Drake),DJ Khaled,POPSTAR (feat. Drake),2020-07-17,0.1910952345359698,0.92,0.057,0.8,0.56,0.0,0.134,0.9147988081496793,0.2800429184549356,0.45,0.7879539030223961,4,6EDO9iiTtwNv6waLwa1UUq,2020,dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap,,,,,,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",0QHgL1lAIqAw0HtD7YldmP,5039242,86
217,10th Floor,Rollie X,10th Floor,2020-09-10,0.09158474137651411,0.25,0.336,0.779,0.506,0.0012,0.115,0.7470539285426676,0.13197424892703863,0.0814,0.6570365538402068,4,7JIjs4WN09j6V0foTjN4VB,2020,,,,,,,,,,,,,,,1SU8GiqYbkNunacmuY7GDJ,805,19
218,Королева танцпола,Dzharo & Khanza,Королева танцпола,2019-05-31,0.09347451137458203,0.63,0.151,0.964,0.814,8.57e-06,0.0823,0.8935119319249457,0.19742489270386265,0.763,0.5263511391365272,4,7DETuWY9GjRnHeEGGVT8Ee,2019,russian hip hop,,,,,,,,,,,,,russian hip hop,2mU9RFNN2NhzpR7vXK5DDt,50523,63
219,Café,Safree,Café,2020-09-11,0.1702626357214479,0.27,0.627,0.701,0.761,0.0,0.118,0.8365232330282124,0.19527896995708152,0.805,0.7439974873764827,4,7xdHQ0AyqTSJHm5LAXG1ut,2020,,,,,,,,,,,,,,,11u8AlYmK5fmocR0s8qGgL,16261,38
220,Break My Heart,Dua Lipa,Future Nostalgia,2020-03-27,0.22155578840781237,0.88,0.167,0.73,0.729,1.39e-06,0.349,0.9519501785091133,0.09474248927038627,0.467,0.5460752337464666,4,017PF4Q3l4DBUiWoXk4OWT,2020,dance pop,pop,uk pop,,,,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19390415,93
221,Tal Vez,Vivian Rouges,Tal Vez,2020-09-11,0.22327350471948904,0.25,0.433,0.873,0.661,3.47e-05,0.0705,0.8725740208842241,0.048175965665236055,0.761,0.48824623710468457,4,2GeeIzEoUO7XoZQOmBjl52,2020,,,,,,,,,,,,,,,6go0b5Pi4PiyxXJjMuq7eT,22,13
222,El Momento,Adexe & Nau,El Momento,2020-08-13,0.14107133035577035,0.56,0.0868,0.507,0.519,0.0,0.102,0.7936005153947333,0.13304721030042918,0.68,0.8605252349544587,4,51KSPNTA0pvdIoChAdx244,2020,latin viral pop,,,,,,,,,,,,,latin viral pop,0ndVqPlOidgsJ4yB3Fc5ec,421975,56
223,Bailar Contigo,Juan Villagomez,Bailar Contigo,2020-08-28,0.2391532138077314,0.08,0.0522,0.85,0.655,3.26e-05,0.0649,0.8529782836281641,0.05783261802575107,0.963,0.47349906984610174,4,6zhJ47CvtSUuyVOBBL4Xyy,2020,,,,,,,,,,,,,,,5cHUY2hZRhcCvecU4F8fB7,70,4
224,Si Me Dices Que Sí,Reik,Si Me Dices Que Sí,2020-02-18,0.20721469056426559,0.83,0.00473,0.578,0.634,0.0,0.132,0.8836335328698359,0.3572961373390558,0.216,0.8885506511077286,4,56Ta1O7Jxxpjnc6cWdDKUo,2020,latin,latin arena pop,latin pop,mexican pop,,,,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4613573,85
225,Maracambé,Esther Anaya,Maracambé,2019-08-29,0.16430421912306212,0.34,0.0377,0.707,0.766,0.0202,0.111,0.8985585053552733,0.037124463519313304,0.159,0.47358604527554293,4,2AGwA2rhJt10R8cddh6x4e,2019,,,,,,,,,,,,,,,517LXfGhdG0xgfJiz6h0U5,5671,26
226,Viola,Esther Anaya,Viola,2018-08-31,0.2400205336202775,0.32,0.0425,0.503,0.759,0.000319,0.108,0.8665073953775535,0.04656652360515021,0.0788,0.6185209345026697,4,0BJqUlYgHXNf6OChCdEqad,2018,,,,,,,,,,,,,,,517LXfGhdG0xgfJiz6h0U5,5671,26
227,Baila,Karl Wine,Baila,2020-07-31,0.1091370379406584,0.66,0.158,0.714,0.856,0.0,0.173,0.9202211902397122,0.1223175965665236,0.962,0.47357638133893837,4,2zy21v7RbGC8KpSrZCze5t,2020,basshall,,,,,,,,,,,,,basshall,6vZKj9U4vIetFGznCpxVN5,2287,56
228,Jangueo,Alex Rose,LOST,2019-11-08,0.2748360201443841,0.77,0.238,0.851,0.688,1.93e-05,0.105,0.9357367191904006,0.06062231759656652,0.732,0.5024377280085043,4,5m3jpKkgkfoMcym1qjToFg,2019,latin,reggaeton,reggaeton flow,trap latino,,,,,,,,,,"latin,reggaeton,reggaeton flow,trap latino",2DspEsT7UXGKd2VaaedgG4,1514081,79
229,Safaera,Bad Bunny,YHLQMDLG,2020-02-28,0.32500800331696944,0.87,0.0103,0.607,0.829,0.0,0.107,0.9347703540654444,0.40665236051502146,0.685,0.46470005556763544,4,2DEZmgHKAvm41k4J3R2E9Y,2020,latin,reggaeton,trap latino,,,,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24566292,97
230,Yo Perreo Sola,Bad Bunny,YHLQMDLG,2020-02-28,0.15147493727796965,0.87,0.021,0.86,0.758,6.54e-05,0.344,0.9056183394625935,0.07457081545064378,0.453,0.46876857287816187,4,0SqqAgdovOE24BzxIClpjw,2020,latin,reggaeton,trap latino,,,,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24566292,97
231,Pa' Olvidarme De Ella,Piso 21,Pa' Olvidarme De Ella,2019-09-06,0.229189613034336,0.84,0.259,0.728,0.542,0.0,0.136,0.9046788178133304,0.05515021459227468,0.637,0.43495445869875093,3,1cVlW9WQiGlFdWUXFdFZGh,2019,colombian pop,latin,latin pop,reggaeton,reggaeton colombiano,,,,,,,,,"colombian pop,latin,latin pop,reggaeton,reggaeton colombiano",4bw2Am3p9ji3mYsXNXtQcd,5982893,80
232,Heather,Conan Gray,Kid Krow,2020-03-20,0.18801942232269656,0.94,0.584,0.357,0.425,0.0,0.322,0.8481464580033822,0.03572961373390558,0.27,0.493237660360948,3,4xqrdfXkTW4T0RauPLv3WA,2020,bedroom pop,indie pop,pop,,,,,,,,,,,"bedroom pop,indie pop,pop",4Uc8Dsxct0oMqx0P6i60ea,1661614,85
233,Cereza Con Miel,Sáret Waloó,Cereza Con Miel,2020-09-01,0.15323496187318514,0.2,0.118,0.759,0.906,0.0,0.363,0.9469572920301721,0.1223175965665236,0.924,0.4638641250513396,4,0Zqyvj1aEri78CcjprzhJs,2020,,,,,,,,,,,,,,,0JYBbtEAXeaKKowY1ptGr2,862,18
234,Favorito,Camilo,Por Primera Vez,2020-04-17,0.20455490980579089,0.82,0.237,0.606,0.853,0.0,0.251,0.9642713338523071,0.0584763948497854,0.822,0.8602981324442511,4,0jT8Nl0shPS8115is0wD2Q,2020,colombian pop,latin,reggaeton colombiano,,,,,,,,,,,"colombian pop,latin,reggaeton colombiano",28gNT5KBp7IjEOQoevXf9N,3388494,90
235,Backyard Boy,Claire Rosinkranz,BeVerly Hills BoYfRiEnd,2020-08-14,0.09099242540697043,0.81,0.321,0.817,0.634,0.0,0.0735,0.84962284916651,0.17381974248927037,0.453,0.6668841052402695,4,0QpOqKz66ZxHNqj2PPHiFF,2020,modern indie pop,,,,,,,,,,,,,modern indie pop,3V0ZQW0dNuVaFtbVYgSI24,51003,70
236,Solito,WITTY,Solito,2020-06-05,0.15350009378336185,0.24,0.155,0.793,0.706,4.3e-06,0.11,0.9065310176361635,0.0528969957081545,0.346,0.4590563165905632,4,1F2IUwPutrvygEl1BspmR5,2020,,,,,,,,,,,,,,,77q2IYFdzGGYWQF8N7kVWW,5351,33
237,Hasta Que Dios Diga,Anuel AA,Emmanuel,2020-05-29,0.2556562649401126,0.89,0.464,0.691,0.765,3.29e-06,0.203,0.9172415644377634,0.11909871244635192,0.855,0.840863955932449,4,06s3QtMJVXw1AJX3UfvZG1,2020,latin,reggaeton flow,trap latino,,,,,,,,,,,"latin,reggaeton flow,trap latino",2R21vXR83lH98kGeO99Y66,14092352,94
238,Go Go Go Who's Next?,Hip Hop Harry,Go Go Go Who's Next?,2020-06-17,0.17489539276895022,0.53,0.113,0.95,0.738,0.000209,0.112,0.7890102810511905,0.3465665236051502,0.568,0.5073470078036288,4,05ZCB3zzpyYBivfLwaTde4,2020,,,,,,,,,,,,,,,0Jdu4KxR4ViDPoVn5VkoLh,1965,41
239,Diosa,Myke Towers,Easy Money Baby,2020-01-24,0.2105457627548898,0.84,0.398,0.801,0.745,0.00603,0.153,0.9439239792768368,0.06759656652360514,0.245,0.5071875528496533,4,3JHpk0DOTOzyh0777JFAky,2020,trap latino,,,,,,,,,,,,,trap latino,7iK8PXO48WeuP03g8YR51W,2928604,93
240,PAM,Justin Quiles,PAM,2020-05-01,0.1921938396318615,0.85,0.289,0.889,0.863,0.000603,0.0798,0.9633049687273507,0.08122317596566524,0.776,0.5457853156483293,4,0eeKDrQxjqNl5bX5VCHDcn,2020,latin,reggaeton,,,,,,,,,,,,"latin,reggaeton",14zUHaJZo1mnYtn6IBRaRP,1960947,90
241,Say So (feat. Nicki Minaj),Doja Cat,Say So (feat. Nicki Minaj),2020-05-01,0.19955548096761866,0.8,0.119,0.856,0.641,4.97e-06,0.427,0.9195769468230746,0.2188841201716738,0.745,0.5363678094271701,4,11VApNQCWLJdzxWrlmwzUa,2020,la indie,pop,,,,,,,,,,,,"la indie,pop",5cj0lLjcoR7YOSnhnX0Po5,3445699,88
242,Rojo,J Balvin,Rojo,2020-02-27,0.12147272314446446,0.83,0.15,0.652,0.595,0.000115,0.0842,0.9356830322390143,0.12124463519313304,0.444,0.8324031794351429,4,4uziEsK1yiqdauKVDPsmVG,2020,latin,reggaeton,reggaeton colombiano,,,,,,,,,,,"latin,reggaeton,reggaeton colombiano",1vyhD5VmyZ7KMfW5gqLgo5,22328520,97
