,name,artist,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,spotify_id,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,10,11,12,genres_together,artist_id,artist_followers,artist_popularity
10,Squadd Squadd Gang Gang,Rpm 8ight 6ix,Squadd Squadd Gang Gang,2020-08-06,0.014700718253626878,0.26,0.0499,0.897,0.544,0.0,0.135,0.8419993020696319,0.26931330472103004,0.278,0.5802614094851537,4,0p8lztHXj51UHMTdWFUy0p,2020,,,,,,,,,,,,,,,3JKndn6eZWMJ72rqQguTtq,113,13
11,I'm Broke Baby,Lonnie Lyle,I'm Broke Baby,2019-10-22,0.18499014922131604,0.23,0.139,0.732,0.701,0.0,0.091,0.8298660510562907,0.24034334763948498,0.816,0.8210577178613707,4,0wUf2HcEREupUUlDWANwGL,2019,,,,,,,,,,,,,,,5QB3qCYP78FlavIxFjNq99,133,17
12,Rap Star,Wingman,Weird New Feelings,2020-08-21,0.13604933709971076,0.44,0.52,0.7,0.756,1.27e-05,0.252,0.8321209030145222,0.09087982832618025,0.834,0.3793288396028122,4,2Ww1mGXqAeBnwRNSqLFhl9,2020,,,,,,,,,,,,,,,1Ks2Ncqk3Lh7rtFOVn796l,3469,48
13,Weird New Feelings,Wingman,Weird New Feelings,2020-08-21,0.15391330468592446,0.55,0.125,0.519,0.782,5.69e-06,0.345,0.8564679354682844,0.14377682403433475,0.736,0.6487980478848058,4,7d27RK2p3z6F82szvjCgXR,2020,,,,,,,,,,,,,,,1Ks2Ncqk3Lh7rtFOVn796l,3469,48
14,Don't Come For Me,Barry Love,Don't Come For Me,2020-04-30,0.20768713306378256,0.29,0.00164,0.796,0.53,0.316,0.0879,0.849837596972056,0.07221030042918454,0.331,0.4831340146408639,4,38X9jL9cdpLBZipWqUWtKL,2020,,,,,,,,,,,,,,,7fGBvBGYpJlkES8gcYQpx5,15747,29
15,We'll Get Thru This,Barry Love,We'll Get Thru This,2020-09-07,0.26206032879177416,0.13,0.00355,0.569,0.458,0.0379,0.297,0.653692320081604,0.03540772532188841,0.189,0.4836027155661859,4,2LyartFhl7ENnhlzkfJ02Y,2020,,,,,,,,,,,,,,,7fGBvBGYpJlkES8gcYQpx5,15747,29
16,Don't Come For Me,Barry Love,Don't Come For Me,2020-04-30,0.20768713306378256,0.29,0.00164,0.796,0.53,0.316,0.0879,0.849837596972056,0.07221030042918454,0.331,0.4831340146408639,4,38X9jL9cdpLBZipWqUWtKL,2020,,,,,,,,,,,,,,,7fGBvBGYpJlkES8gcYQpx5,15747,29
17,Stay True,Loot G,Stay True,2020-08-11,0.18134458545638651,0.39,0.156,0.822,0.671,0.0,0.107,0.7773870560760208,0.3948497854077253,0.666,0.6279770964702471,4,4wbBH6CT2HBn1m3d0vWmOi,2020,,,,,,,,,,,,,,,40wwHYlADYDUaPYkGt5izf,1367,25
18,Oceanna,J-SHWA,Oceanna,2020-06-05,0.21285720531222807,0.1,0.795,0.829,0.578,0.0,0.0983,0.82114192145599,0.10257510729613734,0.586,0.657394119494576,4,2aWsXttX3h6slkbShym0Yq,2020,,,,,,,,,,,,,,,5kW04nvJE2QePmXrTcyWR3,138,3
19,Bad Guys,9dreamz,Bad Guys,2020-08-24,0.15028607451052842,0.29,0.0472,0.791,0.713,9.77e-06,0.587,0.8682790647733067,0.09452789699570814,0.551,0.36230581527385175,4,498LntEtlFfz2VYlsndBxr,2020,,,,,,,,,,,,,,,2H35QFvduF7nhOHJi90YxJ,126,18
20,End to the Night,KOFN Underground,End to the Night,2020-09-04,0.4164277423876821,0.25,0.00457,0.489,0.719,0.0694,0.336,0.7379271468069685,0.05321888412017167,0.166,0.5799086757990867,4,6Dqp9NgT59Y2dLWhfCuJfM,2020,,,,,,,,,,,,,,,39yAN01IuIgvXq6nIFepyY,211,16
21,We Got the Right,Haywoode,We Got the Right,2020-08-14,0.24115016479076437,0.1,0.0138,0.768,0.614,0.0,0.11,0.8299465814833704,0.06909871244635192,0.177,0.4735812133072407,4,0QaLHLx0TFK97MSnC0C0GA,2020,,,,,,,,,,,,,,,2GviMUTaiOo7r5WyOFrviY,776,17
22,You,AROTY,You,2020-09-05,0.1414647973926815,0.2,0.00221,0.443,0.894,1.26e-06,0.762,0.8796070115158511,0.18991416309012873,0.39,0.6195114880046387,4,5bPQVFgmIE9tobr5qx6T6v,2020,,,,,,,,,,,,,,,1WVuNmnx6qJnD615mmWNzM,2,0
23,Needs,TruRebel Migs,"LUST, LOVE & WAR - DETOX & QUARANTINE | Part 1",2020-04-30,0.2041332372465205,0.49,0.0354,0.368,0.679,0.0,0.107,0.880170724505409,0.3487124463519313,0.26,0.40542630040346933,3,5zkVkMrVX1QhpAiflmw2bV,2020,,,,,,,,,,,,,,,0Pq95CpOO6jDbGjwdZYad2,1044,47
24,My Baby,Curious Wit Da Flow,Easy Money 2,2020-08-29,0.10578340133214682,0.12,0.147,0.897,0.587,0.0111,0.13,0.7903792983115453,0.18025751072961374,0.176,0.47352322968761323,4,2yboxvT0j9B9WgOkWjlrLk,2020,,,,,,,,,,,,,,,0eRpdpzEdsxvUEJtM635w8,106,7
25,Medication,Blackwolvez,Medication,2020-07-04,0.27417883147341415,0.18,0.0524,0.659,0.801,2.71e-05,0.113,0.8541057096072799,0.3927038626609442,0.583,0.8886956101567972,4,2RTv21z0EbNe03eJdEv0yi,2020,,,,,,,,,,,,,,,4BjcCzaC4aUU9BUo94OpWY,186,7
26,black stripe - demo,Size 11,black stripe (demo),2020-06-26,0.07373346627536205,0.22,0.633,0.518,0.305,0.000359,0.673,0.5821007704077523,0.06137339055793991,0.438,0.4063153825710903,3,7uUj2Qtk6DncrPmNKUvXAS,2020,,,,,,,,,,,,,,,2UpL77tZiP8AzFFiuolGfx,272,21
27,STACK IT UP,JT AMAR,STACK IT UP,2020-02-07,0.19088369311827563,0.06,0.0924,0.783,0.674,0.0,0.161,0.8534077792392558,0.2392703862660944,0.327,0.6957986035611605,4,0FLwSfNEdR0GFh6AdTlmo2,2020,,,,,,,,,,,,,,,5A9bfw8sfCL2J0igTcPrMB,150,2
28,STACK IT UP,JT AMAR,STACK IT UP,2020-02-07,0.19088369311827563,0.06,0.0924,0.783,0.674,0.0,0.161,0.8534077792392558,0.2392703862660944,0.327,0.6957986035611605,4,0FLwSfNEdR0GFh6AdTlmo2,2020,,,,,,,,,,,,,,,5A9bfw8sfCL2J0igTcPrMB,150,2
29,PURGE!,NitrousX,PURGE!,2020-08-30,0.17448359214250558,0.26,0.0889,0.785,0.565,0.0,0.102,0.8218666952997074,0.48390557939914164,0.117,0.7157787924911212,4,3zJKY8psbROyMHdlwhvbcd,2020,,,,,,,,,,,,,,,3f6AfjaUw7NSGCxLGNBGLP,632,14
30,Let Go,Flexthebeatmaster,Let Go,2017-05-01,0.21766624687447556,0.06,0.503,0.481,0.903,0.0,0.112,0.890317558317451,0.371244635193133,0.63,0.42523737044284987,4,5JJxg9B2b5V9daxgZQ0ACP,2017,,,,,,,,,,,,,,,0MZMZuqbuuXP2O62TO0GtY,81,1
31,First One,Rylee V,First One,2020-09-11,0.19520054831535466,0.08,0.125,0.762,0.619,0.00143,0.14,0.8456231712882184,0.19206008583690987,0.549,0.47831654224348286,4,3ZdIXj4Wen6sjR8tZdGgoq,2020,,,,,,,,,,,,,,,6hNFeSZNiCdyh5WLQzBvTF,112,14
32,Watermelon Man,Paulo Kestrel,Watermelon Man,2020-09-11,0.41690159516331704,0.03,0.000387,0.88,0.715,0.845,0.0577,0.8670174214157249,0.05085836909871244,0.965,0.5991399096421928,4,3QIjNe97xCsaA4DsoIvrCt,2020,,,,,,,,,,,,,,,3NvIwR4R1ikpT0HWSE4YLu,84,0
33,Tu,8juan8,Tu,2020-06-26,0.15984774659030493,0.09,0.0808,0.702,0.678,0.0,0.179,0.8826403242691864,0.07103004291845492,0.363,0.7485395375806334,4,376q93pmCvT6RkRTVKgswY,2020,,,,,,,,,,,,,,,4XG5SDK9pNXALyl8CgWjmw,337,22
34,"Can""t Forget",Jaguar Blak,Blak & Blues,2020-08-08,0.24127144853690904,0.27,0.28,0.565,0.457,0.0,0.103,0.7982175932139692,0.30042918454935624,0.529,0.41575704863376095,4,3uBfd4lRPAlvvbCz62ZnxP,2020,,,,,,,,,,,,,,,7qaONINLWJgfqnHeGssant,1628,21
35,Gone,Gavin Luke,Breath of Life,2018-10-12,0.1610634046039874,0.0,0.954,0.173,0.0611,0.908,0.111,0.3554076181784017,0.03669527896995708,0.0389,0.44994322437244805,3,4p7LooYAQniOpcNLunFnF3,2018,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",2bqAlaRiT91dCQ7KMGnP8i,21069,65
36,Affinity,Gavin Luke,City Life,2016-05-29,0.11873537719950189,0.0,0.992,0.202,0.0244,0.949,0.103,0.4472928354763374,0.03572961373390558,0.176,0.35608707206880724,3,1pJAweP34zFBSOplMQc1m0,2016,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",2bqAlaRiT91dCQ7KMGnP8i,21069,65
37,A Whisper In The Dark,Gavin Luke,Incomplete,2018-11-09,0.10581724795897789,0.0,0.983,0.18,0.106,0.941,0.112,0.46235202534024106,0.03766094420600858,0.0686,0.4524606798579401,4,1JSfa72GZUWBydnIcI93k5,2018,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",2bqAlaRiT91dCQ7KMGnP8i,21069,65
38,The Edge of Love,Dawn Huntley,The Edge of Love,2018-09-29,0.08203999261015314,0.61,0.994,0.404,0.0138,0.945,0.114,0.3041365796043271,0.05171673819742489,0.35,0.3750622115918919,4,5awyHvXpb5txqlRuqUiHAl,2018,calming instrumental,,,,,,,,,,,,,calming instrumental,6uyCGuIi7ItiVD9zVFaa4s,250,48
39,Harvesting,Minos Gold,Harvesting,2018-08-17,0.10008588581558384,0.53,0.923,0.766,0.0933,0.794,0.0937,0.5636593026065014,0.08433476394849786,0.172,0.578318958227634,3,42io3dxycksUzxSqysSQJR,2018,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",4kz76xioOGVZ11SWiz64WL,212,40
40,Spring,Hans Wolfgang Ziegler,The Seasons,2017-06-07,0.10285143728290562,0.5,0.97,0.53,0.0929,0.54,0.112,0.6063672724344348,0.1963519313304721,0.255,0.40235316856321424,1,1TV7QxbgPTFIZJHvu8DkeY,2017,calming instrumental,chill guitar,,,,,,,,,,,,"calming instrumental,chill guitar",66wCtsoRnWiSmoHSvXPK5m,1030,43
41,Schwebend,Phillipp Vogler,Schwebend,2019-08-04,0.2168736716961814,0.65,0.993,0.143,0.00679,0.925,0.115,0.22425039594126644,0.04184549356223176,0.0624,0.29958686671015433,4,775dmuIRQojrplsns8VKen,2019,background music,,,,,,,,,,,,,background music,2ocNI6hLYU6rqq6TT4YzNY,204,56
42,Nefelibata,Jeanelle Bolduc,Nefelibata,2019-07-05,0.16345805345228542,0.57,0.989,0.231,0.0212,0.865,0.105,0.18570316484578422,0.041738197424892695,0.0931,0.336735039018144,4,07MRGolhqppoqEWDV5aZhJ,2019,background music,,,,,,,,,,,,,background music,395oAJMtpPY7ovJ9GbFkGQ,212,53
43,At Dawn,Ever So Blue,Fragment,2019-07-26,0.1005258919643877,0.67,0.996,0.622,0.0251,0.945,0.0902,0.3755402249483263,0.060085836909871244,0.363,0.5622671595274334,3,6sSFbKl9oQ7ToYxBeTQZvw,2019,background piano,calming instrumental,focus,,,,,,,,,,,"background piano,calming instrumental,focus",6LwcYWG1molG0KW2xwnPd2,3300,65
44,Cessura,Ever So Blue,Fragment,2019-07-26,0.1701794294304882,0.66,0.991,0.374,0.0989,0.805,0.0799,0.28239336429280865,0.034978540772532186,0.342,0.7385180353216882,4,7uvey8m0ZfknE25sBVWoGY,2019,background piano,calming instrumental,focus,,,,,,,,,,,"background piano,calming instrumental,focus",6LwcYWG1molG0KW2xwnPd2,3300,65
45,Lyrebird,Keira Conlon,Lyrebird,2019-06-14,0.12520572402870758,0.66,0.994,0.232,0.00449,0.852,0.0705,0.11293050224143024,0.04023605150214592,0.0988,0.35445386678263385,4,72mDETn3Ba8yVewAcqnlqQ,2019,background music,,,,,,,,,,,,,background music,2PeXm2l3nGWuNKDr7ATimr,255,53
46,Sarek,Laponia,Sarek,2019-09-06,0.09241680428611118,0.59,0.986,0.27,0.0181,0.939,0.127,0.2699916785225351,0.03991416309012875,0.102,0.29735449735449737,4,7tN9gRPc8eYR9mS5cQsV0M,2019,background music,calming instrumental,,,,,,,,,,,,"background music,calming instrumental",2ofMsV0f4ziG96f4ZKPzGr,382,51
47,Toužebný,Jan Kubec,Toužebný,2019-06-07,0.09876304681693629,0.59,0.992,0.218,0.041,0.845,0.113,0.23831637720452045,0.04570815450643777,0.382,0.8525476552873812,4,3I36NaLQR6zCn5Y2stUg9H,2019,background piano,,,,,,,,,,,,,background piano,1qalElRe3QyFhucbpFX9On,151,46
48,follow me home,Jose Garcia,fading memories,2019-08-10,0.18549502807154614,0.47,0.995,0.545,0.0261,0.949,0.107,0.39272004939199523,0.1094420600858369,0.431,0.6244642555144837,4,7k539VUTniwBWMYFOgrAyf,2019,,,,,,,,,,,,,,,5bwWMpXFa16RzsnAeaxttA,196,47
49,Pas de deux,Lucas Vendrai,Pas de deux,2019-08-09,0.10353683147623473,0.6,0.981,0.549,0.0463,0.928,0.109,0.5779668751509945,0.05611587982832618,0.17,0.6328718803604648,3,2LNOrSjCSR1Ap7QOZLbJnd,2019,background piano,,,,,,,,,,,,,background piano,5mo25h1sQIVjZ4gIgIK2Lm,340,54
50,Unrequited,Josef Passagio,Unrequited,2018-11-23,0.08674608401578945,0.57,0.979,0.342,0.0269,0.933,0.109,0.37280219042761653,0.04420600858369098,0.425,0.3628663235969172,1,07tUhErHb7K8bdOcwyvbuK,2018,background music,,,,,,,,,,,,,background music,0TQaVw4oiRmOcP5MIIZ9wF,180,43
51,Evening Message,Charlie Key,Sleepy Mountains,2019-08-31,0.22567520494837684,0.46,0.995,0.484,0.00208,0.955,0.109,0.34950205352589053,0.06405579399141631,0.258,0.3341789277862337,3,1KvZBw7bPWws38At1IVRbU,2019,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",7ELVHaQs7k7LmWozyBJXzM,3859,56
52,Song for A,Charlie Key,Song for A,2016-07-16,0.1143621109577044,0.61,0.992,0.466,0.00472,0.938,0.0712,0.2778568169006523,0.056974248927038625,0.233,0.39226401874803696,4,181ybi6b0dYJBcQzETKv67,2016,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",7ELVHaQs7k7LmWozyBJXzM,3859,56
53,Crépuscule,Matilda Charpie,Crépuscule,2019-06-01,0.25530369591062235,0.68,0.994,0.217,0.00169,0.912,0.139,0.12820443991087957,0.04560085836909871,0.0599,0.3098161436060979,4,4FE9jhuatcOZZYoHdBDN8T,2019,,,,,,,,,,,,,,,5W0bcXKJ4xnO3q0ViObq0N,632,60
54,Chiudete Gli Occhi,Artemio Li Fonti,Chiudete gli occhi,2019-06-01,0.23697010637712757,0.63,0.993,0.256,0.00486,0.872,0.111,0.1530078114514266,0.04324034334763949,0.058,0.3327728250102679,3,1pFCkU2BQHr0mJIj05KXSD,2019,,,,,,,,,,,,,,,78cI0FrhBVpr9Dq0fN5BZw,302,53
55,In Bloom,Zoé de Vera,In Bloom,2019-02-10,0.16128904878286118,0.58,0.99,0.637,0.0812,0.908,0.087,0.4251201245537272,0.04012875536480687,0.213,0.531347394361093,4,60nhoUdtsUq4FOwts7B2bM,2019,,,,,,,,,,,,,,,0ojIbBfm8uH68CpwcwoxGJ,799,47
56,Floriscope,Floriscope,Floriscope,2018-11-25,0.15564230320654482,0.58,0.969,0.419,0.0168,0.939,0.111,0.33336912463425755,0.04066523605150215,0.278,0.30556401150008455,4,45HRj3YdVgAOLbkSRiJ4l3,2018,,,,,,,,,,,,,,,0G4MXHhzyHUB9XexNNg2Sw,568,52
57,Paper Thin Reality,Ave Air,Paper Thin Reality,2018-08-10,0.21063037932196746,0.0,0.945,0.268,0.11,0.928,0.113,0.47980028454084234,0.03927038626609442,0.0387,0.38680389456645164,5,1dzc28LyRoVaw9FHYcsVx7,2018,background music,focus,,,,,,,,,,,,"background music,focus",2P6DMnuFgtU6UWuxTcF5nU,1578,56
58,Soft Upon Your Face,Ave Air,Paper Thin Reality,2018-08-10,0.1835008976407491,0.0,0.957,0.189,0.0854,0.918,0.118,0.42893189810216625,0.05321888412017167,0.0363,0.7785219008963301,3,49LQIdr4hToVH3JdvzTQYC,2018,background music,focus,,,,,,,,,,,,"background music,focus",2P6DMnuFgtU6UWuxTcF5nU,1578,56
59,The Way There,Hreidar,The Way There,2019-02-01,0.19672928762722453,0.48,0.996,0.521,0.0117,0.964,0.112,0.29594931951789116,0.060836909871244634,0.301,0.3163972844338141,4,2X0ophIMSyCw9SSISrIEpQ,2019,,,,,,,,,,,,,,,0tVS8c23TG8rD0vyBSXuWe,203,35
60,Loveliness,Jean Petri,Moments of Tomorrow,2018-11-09,0.06447077273259331,0.57,0.996,0.701,0.00501,0.967,0.0981,0.2582073926932059,0.07768240343347639,0.545,0.29971732985431615,3,5nMsoz257d3AbY8O8FC4Jx,2018,focus,,,,,,,,,,,,,focus,5Nh6KbxCO5DFRmgQEllo2G,492,46
61,Pour l'amour de toi,Piotr Miteska,Pour l'amour de toi,2018-10-09,0.06175176037716425,0.53,0.993,0.365,0.0341,0.923,0.0867,0.3479719754113762,0.04377682403433476,0.104,0.30683481916358624,4,4IaQbK6vmi0mqXrv17eoav,2018,background music,focus,,,,,,,,,,,,"background music,focus",76vFPXp4WOuiv8ppkBcd4c,3953,47
62,Body & Soul,IFEELU,Body & Soul,2019-08-09,0.1569016797798841,0.62,0.859,0.276,0.152,0.91,0.0994,0.5474995302391753,0.033905579399141635,0.0358,0.7916841825517623,4,2reANGLp6a9iZvh1Q6qIS7,2019,background music,,,,,,,,,,,,,background music,59TdBGgpKBf2dRrmguF06s,1094,58
63,Effortless,IFEELU,Effortless,2019-08-21,0.10560429626516575,0.39,0.868,0.434,0.111,0.878,0.115,0.38984779749281934,0.03594420600858369,0.0905,0.36248943006933876,4,5lwKQgEQhMjjOnhyqgpK19,2019,background music,,,,,,,,,,,,,background music,59TdBGgpKBf2dRrmguF06s,1094,58
64,First Bridge,Voyager,Bridge,2019-02-21,0.09018997829585054,0.61,0.93,0.0777,0.083,0.707,0.0843,0.30558612729176166,0.046781115879828326,0.0394,0.8472131622816554,3,09g7JMQLhGPspMm1hfeqCc,2019,atmosphere,background music,focus,,,,,,,,,,,"atmosphere,background music,focus",4nvRxWe5SwOuTDQZ500nzo,3896,58
65,Peace,Johann Eder,Peace,2019-07-13,0.1662715543076179,0.6,0.954,0.166,0.149,0.857,0.101,0.43217995866104736,0.05965665236051501,0.276,0.4536976637433258,4,55RlcgW6hojT3G1wMIovfA,2019,background music,calming instrumental,,,,,,,,,,,,"background music,calming instrumental",0aCbxLi0ypSIj30oAT4T3o,1184,61
66,Late Tuesday,Nima de Bekker,Late Tuesday,2019-02-10,0.041294295010020014,0.44,0.996,0.551,0.0201,0.944,0.116,0.32781252516575843,0.08819742489270385,0.621,0.6714648111908386,1,1VbQwnVubzySFLf4c8EUi5,2019,,,,,,,,,,,,,,,0GE3bhLvDxx4CD0qHNZQzJ,125,30
67,Ice Dance,Robin Bennich,Piano 1 (Extended),2019-09-06,0.1819115164558069,0.42,0.988,0.289,0.0756,0.939,0.106,0.4478028615145089,0.046781115879828326,0.192,0.8365731680800174,3,3jUTFbimuRWC1pnikGG3YP,2019,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",1GfrQqvl1vPBIgZZJTDAvM,1566,54
68,Pinwheel,Robin Bennich,Piano 1,2019-08-02,0.12814473945853858,0.37,0.996,0.308,0.108,0.954,0.098,0.3722921643894451,0.054613733905579394,0.419,0.3316179845860211,3,3nuQ5Tlfw4Mpl3dgkNY8qu,2019,background music,background piano,calming instrumental,focus,neo-classical,,,,,,,,,"background music,background piano,calming instrumental,focus,neo-classical",1GfrQqvl1vPBIgZZJTDAvM,1566,54
69,Lonely Molecule,MVS,Lonely Molecule,2018-11-25,0.20065549633962834,0.48,0.815,0.444,0.145,0.896,0.0724,0.5501301908571121,0.03261802575107296,0.0552,0.4837718344567659,4,5pDZOftc3EvBBkJWfNXcNn,2018,background music,,,,,,,,,,,,,background music,2iPiEjvpiyVOYH7JSRgqfW,1127,48
70,Midsommarnatt,Najma Wallin,Midsommarnatt,2019-06-29,0.09841047778744601,0.48,0.979,0.098,0.00263,0.912,0.107,0.12608380533111416,0.04613733905579399,0.0334,0.3191853301442342,4,6UyDL0wkh12ox8TJpvnQpu,2019,,,,,,,,,,,,,,,28XFFzqCAHFNcEdRiuEf71,358,57
71,Drømme,Minik Knudsen,Drømme,2019-06-01,0.2655281977658406,0.57,0.993,0.304,0.007,0.902,0.0835,0.1352642740181999,0.044420600858369096,0.0759,0.31478823898915226,3,3ScyefUwfkGi0g6CaCemRc,2019,,,,,,,,,,,,,,,0vPGOBFcfVsCzqsYTxubi6,273,57
72,Intermezzo,Levi Stills,Intermezzo,2019-03-08,0.08177627097609441,0.62,0.996,0.625,0.00844,0.959,0.108,0.4046385525997906,0.08594420600858368,0.571,0.6356116063878621,5,1rAv3gMViglWehdm1baqcF,2019,,,,,,,,,,,,,,,1SsPpMBBiD7g5iVFkJepaO,382,52
73,luna,Beau Deval,ambrosia,2019-07-28,0.14389188259169264,0.48,0.984,0.514,0.0134,0.893,0.109,0.37948621587523146,0.03937768240343348,0.111,0.3576139740523302,4,5NOXtK6OWi7TDRU5TenMRX,2019,,,,,,,,,,,,,,,3a31qhW1nKIv7BCkNlmdMQ,87,43
74,Humilis Cicer,Fleurs de Son,Humilis Cicer,2019-07-08,0.1552798622442288,0.45,0.993,0.0965,0.0164,0.949,0.122,0.14275360373661175,0.042381974248927035,0.14,0.42792877678722424,3,1sYKMOqw4fgn8jlHrlodmU,2019,,,,,,,,,,,,,,,4vlZU5f5zVuZsVk11MeDd3,184,49
75,Ballerina - Ambient Version,William Keats,Ballerina,2019-02-28,0.12933501250209778,0.6,0.76,0.444,0.058,0.882,0.117,0.4339516280568007,0.03937768240343348,0.132,0.6767606484501462,3,6OoZfXgh8Y6V869KQMVY4e,2019,,,,,,,,,,,,,,,17LlecIqr0KpoiUMya3KEO,1110,51
76,Pour que tu m’aimes encore,Joséphine Auclair,Pour que tu m’aimes encore,2019-07-19,0.12837884529412014,0.51,0.994,0.237,0.0405,0.953,0.0961,0.2942850240249107,0.05257510729613734,0.161,0.8257930467976129,4,4C9ysvTrYnfCjZ8x8HJWp8,2019,,,,,,,,,,,,,,,0apUwW6GnlGwDJLyV35jUy,101,42
77,Pines,Rannar Sillard,Dream Voucher,2019-01-25,0.14246045233196208,0.41,0.974,0.321,0.0718,0.88,0.148,0.4652511207151101,0.0424892703862661,0.0399,0.36933149718537844,4,64y6Sje1cgvOg83Z9JGiCc,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",3WIjOR36QpKStT6hfxguh5,2773,59
78,Distant Glow,Rannar Sillard,Weightless Again,2019-09-06,0.09392015862785774,0.59,0.913,0.199,0.045,0.93,0.11,0.45314471317746224,0.041309012875536476,0.0513,0.3608368969099563,4,2aBYVl2d2RFAPbYlZ7rIUf,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",3WIjOR36QpKStT6hfxguh5,2773,59
79,Dream Voucher,Rannar Sillard,Dream Voucher,2019-01-25,0.12737613897424976,0.61,0.943,0.302,0.101,0.886,0.107,0.5151799855045232,0.04055793991416309,0.213,0.5165567393877896,3,2T6wyxLBkQ4Y2ZjTbpuYfr,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",3WIjOR36QpKStT6hfxguh5,2773,59
80,Weightless Again,Rannar Sillard,Weightless Again,2019-09-06,0.09073857570573743,0.36,0.952,0.243,0.0589,0.879,0.112,0.4457359138861299,0.0424892703862661,0.0399,0.37518301079944916,4,1BlpT0BCTkcFYtLwojFR6P,2019,background music,calming instrumental,focus,,,,,,,,,,,"background music,calming instrumental,focus",3WIjOR36QpKStT6hfxguh5,2773,59
81,Silk And Honey,Wolfgang Snow,Silk And Honey,2019-01-23,0.19147741936393728,0.51,0.889,0.516,0.137,0.885,0.14,0.40882613480793484,0.04023605150214592,0.213,0.6227199149573578,4,1SPPEq7HfS9W1wwGOptNdD,2019,,,,,,,,,,,,,,,6FDOmi6UcqTevNjdwQfpsD,894,48
82,Lakeshore,Wolfgang Snow,Frostbite,2018-09-15,0.12125836117453437,0.56,0.476,0.618,0.116,0.828,0.114,0.5744235363594877,0.03690987124463519,0.131,0.6522770650624531,3,5NRhAVJrW5o4FK1OKKgbgQ,2018,,,,,,,,,,,,,,,6FDOmi6UcqTevNjdwQfpsD,894,48
83,North Haven,Lundegard,North Haven,2019-01-24,0.22539597027702055,0.42,0.952,0.413,0.0404,0.969,0.128,0.45730545190991323,0.03851931330472103,0.038,0.5893358459568505,4,4UTzl5xz40YYzut1y3EBYi,2019,background music,,,,,,,,,,,,,background music,7Bd7PURdGa6srlW6VRpTiV,399,45
84,Maroon Lake,Lundegard,Outings,2019-04-11,0.1494920890561163,0.48,0.936,0.449,0.0768,0.936,0.1,0.4579765388022441,0.04045064377682403,0.0376,0.3446159793191756,4,4Ck1myMt261ophVYeSOC84,2019,background music,,,,,,,,,,,,,background music,7Bd7PURdGa6srlW6VRpTiV,399,45
85,Reflection of the Unknown,Domenik Kalinsky,Reflection of the Unknown,2019-09-01,0.16694989712035718,0.42,0.988,0.43,0.0336,0.885,0.109,0.31645773494752094,0.04184549356223176,0.123,0.36122828634244153,3,3ju7ioziNTBPy8TvY31Jqb,2019,,,,,,,,,,,,,,,4JYktW5hRyzdlGNRZDXjkQ,444,46
86,Lullaby to Ruth,Domenik Kalinsky,Reflection of the Unknown,2019-09-01,0.1096926867311351,0.39,0.995,0.464,0.0485,0.953,0.116,0.3231149169194427,0.1072961373390558,0.282,0.6162595733371988,4,4JwA892QX8Y3AAeKRVu9RF,2019,,,,,,,,,,,,,,,4JYktW5hRyzdlGNRZDXjkQ,444,46
87,Worlds Apart,Rick Hagen,Forever Vanished,2018-11-21,0.04938504909876305,0.55,0.992,0.466,0.0461,0.966,0.113,0.3852307196735833,0.06373390557939913,0.229,0.4920345002536783,4,1oen1dD68x1ZUOhy6WePRG,2018,background music,,,,,,,,,,,,,background music,2hOK2gVqLtyZD0Hd4PpqlH,214,43
88,Mirror,Ben Evans-Parker,Mirror,2019-06-25,0.08693929184395013,0.41,0.991,0.294,0.00403,0.878,0.114,0.4200198641720129,0.04152360515021459,0.0361,0.3306854147036795,3,5CzjtSulXdoCHPKNg6Ll9P,2019,background music,,,,,,,,,,,,,background music,5ItKNtikXXvdBrzYzwVplB,110,43
89,And Then,Ben Evans-Parker,And Then,2019-08-09,0.11641547298545582,0.55,0.994,0.522,0.0205,0.951,0.11,0.39000885834697874,0.06566523605150214,0.395,0.6375927133918001,4,1ZepDoXqsQdiyD87zBxYK1,2019,background music,,,,,,,,,,,,,background music,5ItKNtikXXvdBrzYzwVplB,110,43
