,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,streamstotal_weights
7094,Mejor Que Tú,Aitana,30307,2019-03-13,7Kn8yBD9hk8zJtgMQQrTKV,2019,172263,Tráiler,2018-11-29,0.30086750485294983,0.41,0.102,0.688,0.7509999999999999,3.29e-06,0.475,0.8639527248850952,0.3876664736537348,0.555,0.7721001396396097,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00018473087922237465
7100,Lo Malo - Operación Triunfo 2017,Aitana,180659,2018-03-13,0Ur4DvUsF7GedvPygHtaRv,2018,547538,Lo Malo (Operación Triunfo 2017),2018-01-28,0.27891704212386115,0.0,0.638,0.763,0.746,0.0,0.33799999999999997,0.9328627708470124,0.06629994209612046,0.966,0.2176039446519366,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.0007779884841170934
7103,Arde - Operación Triunfo 2017,Aitana,30833,2018-03-13,49jhcLhfG1EtNpeVpso7NE,2018,88944,Arde (Operación Triunfo 2017),2018-01-28,0.2665699068387487,0.0,0.912,0.391,0.27699999999999997,1.4000000000000001e-05,0.32299999999999995,0.7651017728168089,0.038940359004053265,0.266,0.6623661230298455,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00012637918780305797
7106,Con Las Ganas - Operación Triunfo 2017,Aitana,28360,2018-03-13,0tGLDookcmxxCTWvNozEQ1,2018,83918,Con Las Ganas (Operación Triunfo 2017),2017-11-21,0.25085840156525263,0.3,0.887,0.519,0.24600000000000002,0.0,0.0701,0.7407419566644781,0.0137521713954835,0.317,0.4727836387810598,4,2017-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00011923782022460221
7109,Issues - Operación Triunfo 2017,Aitana,21760,2018-03-13,65K1Am9NgJvzy3Sren1ffb,2018,64899,Issues (Operación Triunfo 2017),2017-11-14,0.1973310699055566,0.0,0.34,0.897,0.51,0.0,0.184,0.8358831254103744,0.11986103068905615,0.37,0.3448697476465047,4,2017-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,9.221401004261849e-05
7112,Lo Malo,Aitana,197351,2018-03-16,3deJrWvoEBWOAba3G2arNE,2018,4998583,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.27891447781746753,0.0,0.64,0.762,0.76,0.0,0.215,0.9323703217334208,0.06470758540822236,0.9670000000000001,0.2176507138991522,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.007102411176764851
7137,Arde,Aitana,26791,2018-03-16,6ihPp3eUUnt6FmBOtlfmPR,2018,736414,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.2642799812292772,0.0,0.9159999999999999,0.511,0.287,1.05e-05,0.2,0.7643138542350625,0.0247539085118703,0.32,0.11777832713084033,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.0010463595431597537
7168,Con Las Ganas,Aitana,25846,2018-03-16,4jzLiGr6a87nn9D5wxcVNL,2018,1123242,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.24171664927212164,0.0,0.898,0.488,0.242,0.0,0.0633,0.7510177281680893,0.012738853503184716,0.32899999999999996,0.4883310728197179,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.0015959976127257875
7215,Issues,Aitana,22114,2018-03-17,2PoMomQAAaqPREpIuzfcHD,2018,185229,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.19272044700989047,0.0,0.31,0.893,0.517,0.0,0.11,0.8328956007879186,0.19513607411696585,0.313,0.34533744011866024,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00026318909176080034
7224,Chandelier,Aitana,18318,2018-03-18,4Eosf7Vu7cPibWFqfXDdQ4,2018,18318,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.3014829383874103,0.0,0.93,0.611,0.287,0.0,0.10800000000000001,0.832370321733421,0.025911986103068902,0.207,0.09710631986156308,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,2.602776985717323e-05
7225,Lo Malo,Aitana,88416,2018-04-06,5bhDL4GgUvr5LBrpjqyrte,2018,6182641,Lo Malo,2018-04-06,0.273355061556175,0.59,0.363,0.71,0.7390000000000001,1.83e-06,0.0613,0.8741956664478003,0.03199189345686161,0.784,0.2174569555892591,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.008784821326428834
7262,Lo Malo,Aitana,149039,2018-04-10,2uhCez2vAedVMYBxpGJbUV,2018,3484588,Sus Canciones (Operación Triunfo 2017),2018-03-16,0.27891447781746753,0.0,0.648,0.7659999999999999,0.737,0.0,0.218,0.9319763624425476,0.05819339895773017,0.9640000000000001,0.21761062597296746,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00495119852118504
7295,Arde,Aitana,67553,2018-04-13,5lnKVw0SFufxq4ivbk5CTb,2018,139193,Arde,2018-04-13,0.38807700099238657,0.49,0.136,0.39799999999999996,0.503,0.000132,0.0813,0.8015430072225871,0.02663578459756804,0.311,0.11936848153616933,4,2018-01-01,latin pop,latin talent show,spanish pop,,,,,,,,"latin pop,latin talent show,spanish pop",7eLcDZDYHXZCebtQmVFL25,1122926,0.7676767676767676,0.00019777723385356008
7299,Indeciso,Reik,136699,2020-03-13,59s0s39NFWScuHDbHytI14,2020,5586802,Indeciso,2019-08-23,0.3667522290233326,0.79,0.182,0.738,0.748,0.0,0.11,0.8581746552856205,0.03199189345686161,0.8959999999999999,0.21716297746390414,4,2019-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.004986552633158895
7360,Si Me Dices Que Sí,Reik,33119,2020-04-16,56Ta1O7Jxxpjnc6cWdDKUo,2020,692357,Si Me Dices Que Sí,2020-02-18,0.3523869846064687,0.84,0.00473,0.578,0.634,0.0,0.132,0.8228168089297441,0.4484655471916619,0.21600000000000003,0.8114063512637718,4,2020-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.0006179697475292651
7376,Me Niego (feat. Ozuna & Wisin),Reik,47910,2019-03-13,6jA8JUuPCGYjFcgw0AoM5T,2019,16877537,Me Niego (feat. Ozuna & Wisin),2018-02-16,0.3780351771551072,0.08,0.0543,0.777,0.779,0.0,0.636,0.8730466185160868,0.10712217718587146,0.768,0.2109760741893887,4,2018-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.018099082502441962
7498,Amigos Con Derechos,Reik,30095,2019-03-14,2zDj4WjbNDmrRL6Z4YjjCA,2019,218325,Amigos Con Derechos,2018-08-31,0.3929671332849534,0.07,0.0481,0.6859999999999999,0.807,0.0,0.0652,0.9099803020354564,0.055153445280833824,0.63,0.8119475382672663,4,2018-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.00023412670861545977
7505,Duele,Reik,44050,2019-03-22,3NncP0ajz9lqYAZcQD7Bpo,2019,859981,Duele,2019-03-20,0.420877044072734,0.01,0.0356,0.684,0.8420000000000001,0.0,0.204,0.8700590938936309,0.2573827446438912,0.483,0.7456688336417876,4,2019-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.0009222238451933205
7532,Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,Reik,39646,2017-03-13,3H179O48ynsu9q8LOnFQZY,2017,2468439,Qué Gano Olvidándote (feat. Zion & Lennox) [Versión Urbana],2016-11-11,0.4426556982734525,0.01,0.0869,0.49,0.894,0.0,0.10300000000000001,0.9630334865397244,0.1035031847133758,0.653,0.9056062964769396,4,2016-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.005831423413271347
7593,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,16030,2017-03-13,2SSYqDX8KTgy01NlqtUo0F,2017,1316851,Des/Amor,2016-06-17,0.3718116055378761,0.65,0.23399999999999999,0.768,0.742,0.0,0.14,0.8120157583716351,0.03054429646786335,0.797,0.34898544140147403,5,2016-01-01,latin,latin arena pop,latin pop,mexican pop,,,,,,,"latin,latin arena pop,latin pop,mexican pop",0vR2qb8m9WHeZ5ByCbimq2,4516420,0.8484848484848485,0.0031109197971632223
7649,Malibú con Piña,Funzo & Baby Loud,131012,2020-03-13,4T7SpjqFNSpfdAsN66DkiE,2020,5371899,Malibú con Piña,2019-12-17,0.24044988191369054,0.66,0.359,0.642,0.705,0.0,0.16,0.8052527905449771,0.025622466705269256,0.6809999999999999,0.2269310688109253,4,2019-01-01,dominican pop,rap espanol,trap espanol,,,,,,,,"dominican pop,rap espanol,trap espanol",1nwjHzOUQZsNYX8xoWiGVC,59871,0.6262626262626263,0.004794738940723805
7710,Jóvenes no tan Locos,Funzo & Baby Loud,36612,2020-03-20,7CftjFPCNYKLLAxDHp82vz,2020,385727,Jóvenes no tan Locos,2020-03-19,0.2675776792514277,0.61,0.634,0.546,0.451,0.0,0.134,0.7537426132632962,0.09916039374638104,0.639,0.6525245371514857,4,2020-01-01,dominican pop,rap espanol,trap espanol,,,,,,,,"dominican pop,rap espanol,trap espanol",1nwjHzOUQZsNYX8xoWiGVC,59871,0.6262626262626263,0.00034428425913975136
7721,Poca Suerte,Funzo & Baby Loud,32666,2019-03-13,5NuVQ1a9vJxMeXJNMpXfZ7,2019,379049,Poca Suerte,2018-11-14,0.4211360390184861,0.58,0.35600000000000004,0.737,0.513,0.0,0.177,0.7900196979645436,0.04154603358425015,0.271,0.6253983737664612,4,2018-01-01,dominican pop,rap espanol,trap espanol,,,,,,,,"dominican pop,rap espanol,trap espanol",1nwjHzOUQZsNYX8xoWiGVC,59871,0.6262626262626263,0.0004064834296300534
7733,Si por mi fuera,Beret,128814,2020-03-13,3W87IIdSOE63W0Qyhy7r2b,2020,7083662,Prisma,2019-10-25,0.34513769043180353,0.67,0.0271,0.701,0.75,0.0,0.102,0.8314182534471438,0.012159814707585415,0.8759999999999999,0.5854975245705581,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.006322589094531649
7794,Sueño (con Pablo Alborán),Beret,53732,2020-03-13,71M1szVbVYZM5M6QlIm6aC,2020,3058554,Prisma,2019-10-25,0.2852816505927394,0.73,0.37200000000000005,0.667,0.613,0.0,0.174,0.8351280367695338,0.026056745801968737,0.54,0.28474453969038754,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0027299411187936625
7855,Lo siento,Beret,45784,2020-03-13,5o2M4yHxo9kyNLdgihFeV1,2020,2649956,Prisma,2019-10-25,0.4010959845526183,0.68,0.655,0.36200000000000004,0.42,0.0,0.133,0.7580761654629021,0.050665894614939214,0.284,0.09775440800155008,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0023652431336487695
7916,Me vas a ver,Beret,41448,2020-03-13,3iVwzH29gquHzkrZuy3M4w,2020,804985,Prisma,2019-10-25,0.15772535765663426,0.6,0.867,0.536,0.287,0.0,0.10099999999999999,0.7383125410374262,0.11551823972206138,0.701,0.10561164153376408,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0007184969274736089
7936,Me llama,Beret,34648,2020-03-13,06ovTE7S3xHfpqxNZxVfSn,2020,308281,Prisma,2019-10-25,0.3511791962950901,0.55,0.175,0.6809999999999999,0.55,0.0,0.11599999999999999,0.8250820748522653,0.1184134337000579,0.271,0.18895444007189105,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00027515910395658507
7945,Desde cero (con Melendi),Beret,33528,2020-03-17,3RfmZepJErldBC4JXut6L9,2020,166969,Prisma,2019-10-25,0.3279696591267511,0.62,0.249,0.495,0.461,0.0,0.126,0.7512803676953381,0.03821656050955414,0.25,0.3379612617006635,5,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00014902975022309858
7950,Lo siento,Beret,101710,2019-03-13,4S6gJt4RYR34t4sjW8wEah,2019,5798045,Lo siento,2018-08-21,0.4010959845526183,0.61,0.5760000000000001,0.419,0.40700000000000003,0.0,0.138,0.7232764281024294,0.030978575564562832,0.309,0.11620821668860368,4,2018-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.006217690105367335
8011,Te echo de menos,Beret,45576,2019-03-13,3gPOFPYLgpvQz0ZMwmv7NE,2019,2478692,Te echo de menos,2018-10-19,0.3096528185573725,0.62,0.20600000000000002,0.6579999999999999,0.7140000000000001,0.0,0.114,0.852133946158897,0.2197452229299363,0.36200000000000004,0.6511214597350189,4,2018-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0026580922919110096
8072,Me llama,Beret,202062,2019-04-26,7piXNyrajEfqhOkzgDq2Ts,2019,2668213,Me llama,2019-04-26,0.3511791962950901,0.6,0.175,0.682,0.55,0.0,0.11599999999999999,0.8250820748522653,0.1184134337000579,0.271,0.18895444007189105,4,2019-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.002861330253406535
8089,Ojalá,Beret,26754,2019-04-28,0s3kHupM6ZlQGkHzveZSJq,2019,225328,Ojalá,2017-08-24,0.3708756337042175,0.56,0.32799999999999996,0.616,0.622,0.0,0.162,0.7827971109652003,0.2718587145338738,0.446,0.0991040348497705,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00024163656474936136
8097,Lo siento,Beret,166673,2018-03-13,7HNJNqsBZ7qc6UmYEq8bie,2018,6548189,Lo siento,2018-03-09,0.3992830199323536,0.0,0.5760000000000001,0.419,0.40700000000000003,0.0,0.138,0.7232764281024294,0.030978575564562832,0.309,0.11620821668860368,4,2018-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.009304222965022018
8158,Vuelve,Beret,46256,2018-03-13,3jMwSd2zqGOwJStCatpjAr,2018,2310392,Vuelve,2017-08-11,0.19078952429552093,0.0,0.546,0.6890000000000001,0.456,0.0,0.10400000000000001,0.6897242284963887,0.10248986682107702,0.474,0.10008618904129728,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.003282801138544283
8219,Ojalá,Beret,34680,2018-03-13,1bKLec07c65Zt7RV5Xt5yo,2018,2117159,Ojalá,2017-04-21,0.3761273331982799,0.0,0.6609999999999999,0.503,0.615,0.0,0.122,0.7194353250164149,0.16473653734800234,0.318,0.6082140160752585,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.003008239283930725
8300,Llegará,Beret,26802,2018-03-13,7C8Jihvo5EvgJCdQGFjxdZ,2018,538518,Llegará,2017-10-20,0.3554795381171324,0.0,0.358,0.593,0.7879999999999999,0.0,0.142,0.7479317137229154,0.1777649102489867,0.29,0.7054873689625913,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0007651721021915719
8325,Dime Quien Ama de Verdad,Beret,26526,2018-03-13,0GeUyDNaZe5LSvyaYS1boH,2018,1091509,Inéditos,2016-08-12,0.2660955101559355,0.0,0.51,0.762,0.40700000000000003,0.0,0.135,0.7020354563361786,0.581644470179502,0.633,0.1310607933400592,4,2016-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0015509086717454578
8378,Cóseme,Beret,23810,2018-03-13,5sCsByfBo3PGK4IHnNDaHk,2018,364520,Cóseme,2017-01-20,0.3197382356033429,0.0,0.852,0.5720000000000001,0.0434,0.0,0.086,0.0,0.10104226983207876,0.628,0.6239485271027788,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.0005179409689014514
8396,Esencial,Beret,22423,2018-03-13,5SDjlJ4jMFrzrWxn3m010S,2018,201221,Esencial,2017-06-30,0.2258358997766489,0.0,0.16699999999999998,0.759,0.852,0.0,0.145,0.8185489166119501,0.03763752171395484,0.784,0.2505829452599368,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00028591188330768944
8406,Diez Mil Porqués,Beret,21294,2018-03-13,6e8VRfJBGDJzS6EDcfokIq,2018,139644,Inéditos,2016-08-12,0.348540525016091,0.0,0.319,0.718,0.611,0.0,0.132,0.772816808929744,0.08656629994209614,0.597,0.5176086215766582,4,2016-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00019841805294983615
8414,"El Mundo Es Suyo - Banda Sonora Original de la Película ""El Mundo Es Suyo""",Beret,61411,2018-05-04,5j2X7ohkhveo4dSu75LmGk,2018,158316,"El Mundo Es Suyo (Banda Sonora Original de la Película ""El Mundo Es Suyo"")",2018-05-04,0.18052717010839325,0.5,0.353,0.79,0.7070000000000001,0.0,0.0922,0.7812212738017071,0.3630573248407644,0.8590000000000001,0.21766407654121372,4,2018-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00022494881606661412
8419,Sentir,Beret,13051,2017-04-16,3vWlnZninUuZlziUFepx29,2017,138336,Sentir,2017-03-24,0.15079147316838004,0.0,0.78,0.75,0.423,0.0,0.115,0.5797110965200263,0.04762594093804285,0.965,0.2316748067427892,4,2017-01-01,latin pop,spanish hip hop,spanish pop,,,,,,,,"latin pop,spanish hip hop,spanish pop",0ZHPrnImGh4re3TbSNkoZl,2007620,0.7474747474747475,0.00032680402039438896
8428,RITMO (Bad Boys For Life),Black Eyed Peas,119302,2020-03-13,6cy3ki60hLwimwIje7tALf,2020,6328955,RITMO (Bad Boys For Life),2019-10-12,0.3781915998451159,0.86,0.0334,0.721,0.716,0.00084,0.237,0.7880827314510834,0.06152287203242617,0.667,0.28427684721823204,4,2019-01-01,dance pop,pop,pop rap,,,,,,,,"dance pop,pop,pop rap",1yxSLGMDHlW21z4YXirZDS,4652840,0.8787878787878788,0.005648968268500325
8489,MAMACITA,Black Eyed Peas,50162,2020-04-10,14wf185UxfNbSy8dwt4r4q,2020,2241518,MAMACITA,2020-04-10,0.4485253956083689,0.91,0.193,0.894,0.635,0.00105,0.0823,0.7916283650689429,0.03488708743485814,0.428,0.28440379231781715,4,2020-01-01,dance pop,pop,pop rap,,,,,,,,"dance pop,pop,pop rap",1yxSLGMDHlW21z4YXirZDS,4652840,0.8787878787878788,0.0020006879580076508
8522,Blinding Lights,The Weeknd,112372,2020-03-13,0sf12qNH5qcw8qpgymFOqD,2020,818883,Blinding Lights,2019-11-29,0.3265439047719177,0.51,0.00147,0.513,0.7959999999999999,0.00020899999999999998,0.0938,0.8853250164149705,0.05746960046323104,0.345,0.7253977056343579,4,2019-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,0.0007309017179952064
8529,Blinding Lights,The Weeknd,157667,2020-03-20,0kPmcPPkjoyfLhUwHLWrk0,2020,157667,After Hours,2020-03-20,0.3226128230705518,0.5,0.00146,0.515,0.731,9.590000000000001e-05,0.0897,0.8242941562705187,0.052113491603937474,0.336,0.7253108484609577,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,0.00014072716269741858
8530,In Your Eyes,The Weeknd,58174,2020-03-20,7szuecWAPwGoV1e5vGu8tl,2020,713215,After Hours,2020-03-20,0.4187230267021225,0.9,0.00285,0.667,0.7190000000000001,8.1e-05,0.0736,0.8427774130006566,0.016502605674580197,0.7170000000000001,0.2510506377320924,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,0.0006365867514650459
8547,After Hours,The Weeknd,48600,2020-03-20,2p8IUWQDrpjuFltbdgLOag,2020,273869,After Hours,2020-03-20,0.7354302521482476,0.82,0.0811,0.664,0.5720000000000001,0.00604,0.121,0.8188772160210112,0.01056745801968732,0.14300000000000002,0.31076828510533105,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,0.0002444443499323215
8554,Alone Again,The Weeknd,46900,2020-03-20,6b5P51m8xx2XA6U7sdNZ5E,2020,46900,After Hours,2020-03-20,0.4508614787329249,0.72,0.033,0.218,0.652,0.111,0.172,0.75801050558109,0.05920671685002896,0.0599,0.019569589299196253,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,4.18610357938499e-05
8555,Scared To Live,The Weeknd,44586,2020-03-20,4BGZF4oLbTL0pWm7C18pbv,2020,44586,After Hours,2020-03-20,0.30021617102897924,0.73,0.131,0.504,0.498,0.0,0.0929,0.7485883125410374,0.038650839606253616,0.196,0.16552972853792655,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,3.979565334551368e-05
8556,Too Late,The Weeknd,42690,2020-03-20,2K9Ovn1o2bTGqbsABGC6m3,2020,42690,After Hours,2020-03-20,0.4250132702855868,0.72,0.052000000000000005,0.638,0.863,5.4600000000000006e-05,0.685,0.8477019041365725,0.15749855240301106,0.226,0.38505121232570105,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,3.810336072578789e-05
8557,Hardest To Love,The Weeknd,40300,2020-03-20,6kWxIqQDsKFYCJGbU4AjCX,2020,40300,After Hours,2020-03-20,0.3517433437016789,0.74,0.0909,0.467,0.608,8.83e-05,0.125,0.7614904793171372,0.06876085697741749,0.10800000000000001,0.12367793360103158,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,3.5970143763158865e-05
8558,Heartless,The Weeknd,34426,2020-03-20,6bnF93Rx87YqUBLSgjiMU8,2020,34426,After Hours,2020-03-20,0.3180637435283317,0.82,0.0236,0.537,0.746,1.01e-06,0.156,0.8383125410374263,0.18355529820497973,0.252,0.7190170440499497,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,3.0727249855843845e-05
8559,Snowchild,The Weeknd,34362,2020-03-20,3WlbeuhfRSqU7ylK2Ui5U7,2020,34362,After Hours,2020-03-20,0.4435096123025163,0.73,0.162,0.55,0.611,6.879999999999999e-05,0.121,0.7737032173342088,0.16473653734800234,0.243,0.5720279813724771,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,3.0670126054334115e-05
8560,Blinding Lights,The Weeknd,150358,2020-03-21,0VjIjW4GlUZAMYd2vXMi3b,2020,7539847,After Hours,2020-03-20,0.3226128230705518,0.99,0.00146,0.514,0.73,9.54e-05,0.0897,0.8242941562705187,0.052982049797336415,0.33399999999999996,0.7253175297819885,4,2020-01-01,canadian contemporary r&b,canadian pop,pop,,,,,,,,"canadian contemporary r&b,canadian pop,pop",1Xyo4u8uXC1ZmMpatF05PJ,23561616,0.9595959595959596,0.006729761303777223
