,Position,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,artist_id,artist_followers,artist_popularity
304,156,ROXANNE,Arizona Zervas,41322,2020-05-01,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
305,170,ROXANNE,Arizona Zervas,42782,2020-05-02,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
306,179,ROXANNE,Arizona Zervas,38529,2020-05-03,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
307,163,ROXANNE,Arizona Zervas,40104,2020-05-04,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
308,153,ROXANNE,Arizona Zervas,41389,2020-05-05,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
309,161,ROXANNE,Arizona Zervas,40352,2020-05-06,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
310,157,ROXANNE,Arizona Zervas,40979,2020-05-07,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
311,173,ROXANNE,Arizona Zervas,40345,2020-05-08,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
312,173,ROXANNE,Arizona Zervas,38163,2020-05-09,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
313,185,ROXANNE,Arizona Zervas,34401,2020-05-10,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
314,188,ROXANNE,Arizona Zervas,37789,2020-05-11,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
315,187,ROXANNE,Arizona Zervas,35981,2020-05-12,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
316,170,ROXANNE,Arizona Zervas,39016,2020-05-13,696DnlkuDOXcMAnKlTgXXK,2020,2851809,ROXANNE,2019-10-10,163636,90,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,pop rap,rhode island rap,,,,,,,0vRvGUQVUjytro0xpb26bs,445146,80
317,92,Señorita,Shawn Mendes,58983,2020-03-14,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
318,90,Señorita,Shawn Mendes,56618,2020-03-15,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
319,95,Señorita,Shawn Mendes,57812,2020-03-16,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
320,88,Señorita,Shawn Mendes,62429,2020-03-17,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
321,86,Señorita,Shawn Mendes,64505,2020-03-18,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
322,85,Señorita,Shawn Mendes,64080,2020-03-19,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
323,99,Señorita,Shawn Mendes,59818,2020-03-20,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
324,92,Señorita,Shawn Mendes,59808,2020-03-21,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
325,93,Señorita,Shawn Mendes,54698,2020-03-22,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
326,99,Señorita,Shawn Mendes,56899,2020-03-23,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
327,97,Señorita,Shawn Mendes,57361,2020-03-24,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
328,95,Señorita,Shawn Mendes,57999,2020-03-25,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
329,99,Señorita,Shawn Mendes,58742,2020-03-26,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
330,110,Señorita,Shawn Mendes,56311,2020-03-27,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
331,101,Señorita,Shawn Mendes,58738,2020-03-28,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
332,100,Señorita,Shawn Mendes,54335,2020-03-29,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
333,105,Señorita,Shawn Mendes,50722,2020-03-30,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
334,103,Señorita,Shawn Mendes,51835,2020-03-31,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
335,105,Señorita,Shawn Mendes,52814,2020-04-01,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
336,108,Señorita,Shawn Mendes,53803,2020-04-02,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
337,106,Señorita,Shawn Mendes,54847,2020-04-03,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
338,94,Señorita,Shawn Mendes,58419,2020-04-04,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
339,97,Señorita,Shawn Mendes,54244,2020-04-05,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
340,104,Señorita,Shawn Mendes,53281,2020-04-06,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
341,93,Señorita,Shawn Mendes,56441,2020-04-07,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
342,98,Señorita,Shawn Mendes,56852,2020-04-08,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
343,97,Señorita,Shawn Mendes,55293,2020-04-09,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
344,98,Señorita,Shawn Mendes,55157,2020-04-10,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
345,96,Señorita,Shawn Mendes,56042,2020-04-11,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
346,91,Señorita,Shawn Mendes,54185,2020-04-12,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
347,101,Señorita,Shawn Mendes,50079,2020-04-13,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
348,101,Señorita,Shawn Mendes,52110,2020-04-14,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
349,101,Señorita,Shawn Mendes,50379,2020-04-15,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
350,96,Señorita,Shawn Mendes,52859,2020-04-16,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
351,105,Señorita,Shawn Mendes,52123,2020-04-17,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
352,100,Señorita,Shawn Mendes,54455,2020-04-18,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
353,98,Señorita,Shawn Mendes,48013,2020-04-19,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
354,100,Señorita,Shawn Mendes,50744,2020-04-20,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
355,97,Señorita,Shawn Mendes,51697,2020-04-21,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
356,108,Señorita,Shawn Mendes,49688,2020-04-22,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
357,107,Señorita,Shawn Mendes,51531,2020-04-23,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
358,113,Señorita,Shawn Mendes,52945,2020-04-24,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
359,108,Señorita,Shawn Mendes,53208,2020-04-25,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
360,111,Señorita,Shawn Mendes,47408,2020-04-26,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
361,120,Señorita,Shawn Mendes,45663,2020-04-27,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
362,116,Señorita,Shawn Mendes,46981,2020-04-28,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
363,117,Señorita,Shawn Mendes,48249,2020-04-29,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
364,114,Señorita,Shawn Mendes,48412,2020-04-30,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
365,106,Señorita,Shawn Mendes,55000,2020-05-01,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
366,109,Señorita,Shawn Mendes,58708,2020-05-02,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
367,111,Señorita,Shawn Mendes,53195,2020-05-03,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
368,112,Señorita,Shawn Mendes,51463,2020-05-04,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
369,107,Señorita,Shawn Mendes,53959,2020-05-05,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
370,111,Señorita,Shawn Mendes,53400,2020-05-06,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
371,109,Señorita,Shawn Mendes,53115,2020-05-07,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
372,117,Señorita,Shawn Mendes,53629,2020-05-08,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
373,106,Señorita,Shawn Mendes,52835,2020-05-09,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
374,121,Señorita,Shawn Mendes,46648,2020-05-10,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
375,130,Señorita,Shawn Mendes,49938,2020-05-11,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
376,128,Señorita,Shawn Mendes,48328,2020-05-12,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
377,128,Señorita,Shawn Mendes,50109,2020-05-13,6v3KW9xbzN5yKLt9YKDYA2,2020,3289942,Shawn Mendes (Deluxe),2019-06-19,190799,82,0.0392,0.759,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,7n2wHs1TKAczGzO7Dd2rGr,28024192,87
378,106,Yummy,Justin Bieber,50770,2020-03-14,16wAOAZ2OkqoIDN7TpChjR,2020,1171961,Changes,2020-02-14,208520,78,0.345,0.676,0.506,0.0,0.118,-6.652,0.0958,0.497,145.842,4,canadian pop,pop,post-teen pop,,,,,,1uNFoZAHBGtllmzznpCI3s,36500287,93
379,107,Yummy,Justin Bieber,48747,2020-03-15,16wAOAZ2OkqoIDN7TpChjR,2020,1171961,Changes,2020-02-14,208520,78,0.345,0.676,0.506,0.0,0.118,-6.652,0.0958,0.497,145.842,4,canadian pop,pop,post-teen pop,,,,,,1uNFoZAHBGtllmzznpCI3s,36500287,93
380,107,Yummy,Justin Bieber,51194,2020-03-16,16wAOAZ2OkqoIDN7TpChjR,2020,1171961,Changes,2020-02-14,208520,78,0.345,0.676,0.506,0.0,0.118,-6.652,0.0958,0.497,145.842,4,canadian pop,pop,post-teen pop,,,,,,1uNFoZAHBGtllmzznpCI3s,36500287,93
