Position,Track Name,Artist,Streams,date,region,spotify_id
61,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,26344,2017-01-01,es,3NdDpSvN911VPGivFlV5d0
62,Ruleta Rusa,Kevin Roldan,25851,2017-01-01,es,77KHmKnBmVGTjRCeMVXpWH
63,Desde Esa Noche (feat. Maluma),Thalia,25734,2017-01-01,es,1pWYnQIlqxTh5bxuPmTG4E
64,Mi tesoro (feat. Nicky Jam),Zion & Lennox,25605,2017-01-01,es,5HABnFSYvl6mTmg8nSdzHa
65,Alone,Alan Walker,25347,2017-01-01,es,0JiVRyTJcJnmlwCZ854K4p
66,Picky,Joey Montana,25237,2017-01-01,es,4tPL9PeVZY4c0jUPtSD5nx
67,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,24884,2017-01-01,es,17Fd6Yb7mSbinKG8LoWfFl
68,Ando buscando (feat. Piso 21),Carlos Baute,23600,2017-01-01,es,7BwJtE8KSbCQKOCTIAY3jX
69,Gyal You A Party Animal,Charly Black,23193,2017-01-01,es,1mSzZKMIPZIkn3jFV7v62b
70,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,22942,2017-01-01,es,5q2JbCNi4FcnglgPfxcV65
71,Bailando - Spanish Version,Enrique Iglesias,22918,2017-01-01,es,32lm3769IRfcnrQV11LO4E
72,Encantadora (feat. Farruko & Zion & Lennox) - Remix,Yandel,22036,2017-01-01,es,0EpFfFZpCuqYFzHvxOtrZS
73,Ride,Twenty One Pilots,21995,2017-01-01,es,2Z8WuEywRWYTKe1NybPQEW
74,Shed a Light,Robin Schulz,21638,2017-01-01,es,1cG0umU5TKStygKsPFZ9pY
75,Faded,Alan Walker,21062,2017-01-01,es,7gHs73wELdeycvS48JfIos
76,This Is What You Came For (feat. Rihanna),Calvin Harris,20652,2017-01-01,es,0azC730Exh71aQlOt9Zj3y
77,By Your Side,Jonas Blue,20623,2017-01-01,es,1D3ODoXHBLpdxolZRHWV1j
78,El Perdón,Nicky Jam,20534,2017-01-01,es,7qCAVkHWZkF44OzOUKf8Cr
79,Otra copa (feat. Farruko),Justin Quiles,20441,2017-01-01,es,5KX51uLJYo1S1MmITG7lHD
80,Just Hold On,Steve Aoki,20269,2017-01-01,es,3EmmCZoqpWOTY1g2GBwJoR
81,Love Yourself,Justin Bieber,20070,2017-01-01,es,3hB5DgAiMAQ4DzYbsMq1IT
82,El chisme,Reykon,19953,2017-01-01,es,4VXejnj5WgM6H72ct2fSgQ
83,La Mordidita (feat. Yotuel),Ricky Martin,19825,2017-01-01,es,00i0O74dXdaKKdCrqHnfXm
84,Mi gran noche,Raphael,19660,2017-01-01,es,3sLcKEgSI0gOcky6srCj4j
85,Fake Love,Drake,19532,2017-01-01,es,343YBumqHu19cGoGARUTsd
86,The Greatest (feat. Kendrick Lamar),Sia,19432,2017-01-01,es,7xHWNBFm6ObGEQPaUxHuKO
87,Sorry,Justin Bieber,19431,2017-01-01,es,69bp2EbF7Q2rqc5N3ylezZ
88,Work,Rihanna,19351,2017-01-01,es,14WWzenpaEgQZlqPq2nk4v
89,Que Raro,Feid,19113,2017-01-01,es,3kg9JvQe6QJFKUQCN1oIQz
90,Sin Contrato (feat. Don Omar & Wisin) - Remix,Maluma,19104,2017-01-01,es,2xNZeeqmwMPVKnD7FSQfgt
91,Cuánto Me Duele,Morat,19017,2017-01-01,es,1PVjdldNeaJxETpW0jpJQo
92,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,18991,2017-01-01,es,35OC6rMxa8lJi8eDiUVShS
93,Chillax (feat. Ky-Mani Marley),Farruko,18848,2017-01-01,es,1lxswgIpzV6HhENRvkflES
94,Por Fin Te Encontré,Cali Y El Dandee,18771,2017-01-01,es,3GpvoKKWZyTwgbLEM9RmWM
95,Call On Me - Ryan Riback Extended Remix,Starley,18030,2017-01-01,es,78rIJddV4X0HkNAInEcYde
96,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,17994,2017-01-01,es,4tCtwWceOPWzenK2HAIJSb
97,Te Vas,Ozuna,17892,2017-01-01,es,2twUPIYOTqVivev47pf7bU
98,Bailar (feat. Elvis Crespo) - Radio Edit,Deorro,17586,2017-01-01,es,1HCw8XKtTgWWU3JlEUR0qQ
99,Hymn for the Weekend - Seeb Remix,Coldplay,17570,2017-01-01,es,1OAiWI2oPmglaOiv9fdioU
100,Human,Rag'n'Bone Man,17554,2017-01-01,es,58zsLZPvfflaiIbNWoA22O
101,Sirenas,Taburete,17487,2017-01-01,es,4unOsvr9C2NqI9aJXrxpCy
102,Ginza,J Balvin,17450,2017-01-01,es,5N8nNuTmIzkZOfcxXlygUw
103,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,17333,2017-01-01,es,0L7loeTIg6akW84aEQZpCT
104,No Creo en el Amor (feat. Sanco),Danny Romero,17307,2017-01-01,es,4YZ0wT6Z9tklmm3LLCR3ur
105,Propuesta Indecente,Romeo Santos,17278,2017-01-01,es,5PycBIeabfvX3n9ILG7Vrv
106,Necesito Ayuda,Jacob Forever,17250,2017-01-01,es,4LqXNGoJUI3oGA7LM0Aulu
107,Andas En Mi Cabeza - Remix,Chino & Nacho,17122,2017-01-01,es,733ybNEEEXHYxfk8sK6MRO
108,Pierde Los Modales,J Balvin,17115,2017-01-01,es,4r3itKA9HEJo48RG65OEnt
109,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,17012,2017-01-01,es,4vlbjBSMqycZk6t4HVRpnC
110,Sexual,NEIKED,16983,2017-01-01,es,3AsAuGTaDQzavZZThyYlop
111,Traidora (feat. Marc Anthony),Gente De Zona,16764,2017-01-01,es,7Fl3wSxRqBljyQH8dJSz9c
112,La Mala Y La Buena,Alex Sensation,16563,2017-01-01,es,4lawFBY8FFw4dY4shoiCvC
113,Si me dices que sí (feat. Nicky Jam),Cosculluela,16466,2017-01-01,es,3noN1TxpjbjjmKqssghvg8
114,Hello,KAROL G,16423,2017-01-01,es,1PGENMzwUy16wlpZiuLS65
115,Starving,Hailee Steinfeld,16391,2017-01-01,es,1qOLh0tI7trd1zdDKxYZTe
116,Stressed Out,Twenty One Pilots,16368,2017-01-01,es,3CRDbSIZ4r5MsZ0YwxuEkn
117,De Pies A Cabeza,Maná,16368,2017-01-01,es,2CkHE54EH44Qj945ynQRw7
118,Cake By The Ocean,DNCE,16327,2017-01-01,es,2aFiaMXmWsM3Vj72F9ksBl
119,All We Know,The Chainsmokers,16220,2017-01-01,es,2rizacJSyD9S1IQUxUxnsK
120,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,16191,2017-01-01,es,0tICYNayWWhH9GPeFrfjfD
121,Tu Enemigo,Pablo López,16170,2017-01-01,es,1G2gMKvtexF64ti7tJJBGy
122,Te de Campana,DJ Tetraguy,16108,2017-01-01,es,0StRt2W3IPe2MnpixQi6e5
123,Si Ella Quisiera - Remix,Justin Quiles,15849,2017-01-01,es,0A2h9QjoPdbVwa9LFiijqM
124,7 Years,Lukas Graham,15831,2017-01-01,es,7129iqBafaphfc3WPCGC0L
125,Lost on You,LP,15819,2017-01-01,es,3SqvR3HYLlCTYzbDXJ52OC
126,No Money,Galantis,15700,2017-01-01,es,0gb1J5UrTpzaU1s3nupgCd
127,Mercy,Shawn Mendes,15472,2017-01-01,es,4TZy1wLyHec06pwgFYDh1a
128,Uno X Uno,Manuel Carrasco,15188,2017-01-01,es,5UT0srpbH055rM8lyCNTJV
129,Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,Reik,15076,2017-01-01,es,3H179O48ynsu9q8LOnFQZY
130,Playa y Arena (Remix),Mark B.,15003,2017-01-01,es,4Q6Z7fn2xVhPZ1xn0XfEOY
131,Mayor Que Yo 3,Luny Tunes,14874,2017-01-01,es,0bMRpUsk1IWi5O2NIkWsqR
132,Vivir Mi Vida,Marc Anthony,14767,2017-01-01,es,3QHMxEOAGD51PDlbFPHLyJ
133,Yo Quiero Vivir,Manuel Carrasco,14465,2017-01-01,es,5B4xLzV6cWqP8L8hjf43HK
134,Latina Sabrosa,Snova,14421,2017-01-01,es,2duYlBtpV5ZVx2dDTbpsQi
135,Lush Life,Zara Larsson,14018,2017-01-01,es,1rIKgCH4H52lrvDcz50hS8
136,Baila Toma,"Osmani Garcia ""La Voz""",13959,2017-01-01,es,1VUm0rdXGDjAOApxFxGFJ4
137,Sincericidio,Leiva,13895,2017-01-01,es,3Q8avvsQE7mtTXT2TrDx3I
138,Uptown Funk (feat. Bruno Mars),Mark Ronson,13568,2017-01-01,es,32OlwWuMpZ6b0aN2RZOeMS
139,Todas Las Promesas,Dasoul,13539,2017-01-01,es,0rIU4p8z6OVvruWsHrpbwU
140,La Cómplice,Alexis y Fido,13534,2017-01-01,es,5ommnX8qOlbjRspCEFkn57
141,Atrévete-Te-Te,Calle 13,13395,2017-01-01,es,1q8NdCAQ9QUjpYiqzdd3mv
142,Si ella quisiera,Justin Quiles,13201,2017-01-01,es,7cIkMEpDhT7Vpw1FHOQqKC
143,Thinking out Loud,Ed Sheeran,13122,2017-01-01,es,1Slwb6dOYkBlWal1PGtnNg
144,Si no estás (feat. Dynell) - Remix,Xriz,13076,2017-01-01,es,6OjXr0FvPyFLFJUYZ5YQL8
145,Scars To Your Beautiful,Alessia Cara,13008,2017-01-01,es,0prNGof3XqfTvNDxHonvdK
146,Quédate - Remix,Andy Rivera,12962,2017-01-01,es,5zke2XVsA1jZADDgXtIomh
147,Desafio (feat. Maluma),Jory Boy,12889,2017-01-01,es,3pk19nKnFSl9E4X7gqq10A
148,Ya Quiero,Domino Saints,12819,2017-01-01,es,3RfNSMA5VlAM66q6dNifMr
149,Fast Car,Jonas Blue,12761,2017-01-01,es,6OZh916QF8XNunWaP97WEZ
150,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,12753,2017-01-01,es,46NBoIAHrmR7qcUGCIFEjR
151,All Night,The Vamps,12607,2017-01-01,es,4b4KcovePX8Ke2cLIQTLM0
152,What Do You Mean?,Justin Bieber,12521,2017-01-01,es,3pzjHKrQSvXGHQ98dx18HI
153,Bad Things (with Camila Cabello),Machine Gun Kelly,12492,2017-01-01,es,1PSBzsahR2AKwLJgx8ehBj
154,Million Reasons,Lady Gaga,12468,2017-01-01,es,50PWlIBU7PlGGwzgN8TiFJ
155,Catch & Release - Deepend Remix,Matt Simons,12310,2017-01-01,es,2LZwKxTPZLBCYjUhlogMZl
156,Last Christmas,Wham!,12309,2017-01-01,es,2FRnf9qhLbvw8fu4IBXx78
157,Sin Contrato (feat. Fifth Harmony),Maluma,12275,2017-01-01,es,09S64DUkxIX9EwIaULu6yN
158,The Mack,Nevada,12224,2017-01-01,es,7aV2mflaASUmGhCErm7kBO
159,Hymn for the Weekend,Coldplay,12223,2017-01-01,es,3RiPr603aXAoi4GHyXx0uy
160,Come,Jain,12184,2017-01-01,es,1YrC8s6yZWw23QxW6rfM9f
161,Me Quema,Paulina Rubio,12178,2017-01-01,es,0VjbN2rfs40mHQ5mZN9UCE
162,Adventure of a Lifetime,Coldplay,12074,2017-01-01,es,69uxyAqqPIsUyTO8txoP2M
163,Detras De Ti (Remix) [feat. Ozuna],Jory Boy,11990,2017-01-01,es,74eN3ZNL7krJw1BIcjA5pc
164,Danza Kuduro,Don Omar,11935,2017-01-01,es,2a1o6ZejUi8U3wzzOtCOYw
165,La Bicicleta (feat. Maluma) - Remix,Carlos Vives,11924,2017-01-01,es,7IRuf7FrdQvOGs0g9mSNGr
166,Hear Me Now,Alok,11917,2017-01-01,es,1a5Yu5L18qNxVhXx38njON
167,Too Good,Drake,11912,2017-01-01,es,11KJSRSgaDxqydKYiD2Jew
168,Love Me Now,John Legend,11858,2017-01-01,es,6nxQdXa1uAL0rY72wPZu89
169,Photograph,Ed Sheeran,11764,2017-01-01,es,6fxVffaTuwjgEk5h9QyRjy
170,Quiero Que Vuelvas,Alejandro Fernández,11701,2017-01-01,es,2Zw7rSucHm0MIph9gmNiSn
171,I Would Like,Zara Larsson,11656,2017-01-01,es,4Q4jmPHwu0wrJvqrld0FQ6
172,Madre Tierra (Oye),Chayanne,11616,2017-01-01,es,2wlptOJ1g5fvLdu6ruKCKU
173,Complicidad (feat. Manuel Medrano),Vanesa Martín,11569,2017-01-01,es,6lah9kMrDgQDcPLgmJfRdG
174,Ya Estoy Mejor (feat. Andy Rivera) - Remix,Legarda,11555,2017-01-01,es,2VCda72uH9Bz31jkNgj18Q
175,Now and Later,Sage The Gemini,11332,2017-01-01,es,08WPvDEsHvTFuB9w8tC2OS
176,El Mismo Sol,Alvaro Soler,11331,2017-01-01,es,2mjqNvy3WT62V1mVZjK1nQ
177,Lean On (feat. MØ & DJ Snake),Major Lazer,11220,2017-01-01,es,4WjH9Bzt3kx7z8kl0awxh4
178,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,11198,2017-01-01,es,498YWgZPJWIA4lphXtCNma
179,Hello,Adele,11145,2017-01-01,es,4sPmO7WMQUAf45kwMOtONw
180,Shout Out to My Ex,Little Mix,10976,2017-01-01,es,0YHUITU3w6ws1v8ehT264g
181,Billie Jean,Michael Jackson,10957,2017-01-01,es,5ChkMS8OtdzJeqyybCc9R5
182,Panda,Desiigner,10951,2017-01-01,es,5OOkp4U9P9oL23maHFHL1h
183,Te busco (feat. Nicky Jam),Cosculluela,10839,2017-01-01,es,6wHm04cn5HxK6pE2ITEdUS
184,Los Charcos,Dani Martín,10716,2017-01-01,es,6XPOXobXwTz9Bh8p9u0QXW
185,Ya No,Manuel Carrasco,10701,2017-01-01,es,6WjGi2WtgBNOkalkUcDgEn
186,Safe And Sound,Capital Cities,10595,2017-01-01,es,6Z8R6UsFuGXGtiIxiD8ISb
187,Stitches,Shawn Mendes,10528,2017-01-01,es,1WP1r7fuvRqZRnUaTi2I1Q
188,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,10376,2017-01-01,es,7yyRTcZmCiyzzJlNzGC9Ol
189,Mama Said,Lukas Graham,10372,2017-01-01,es,7675gjlUZzneYiMrQ9Inx8
190,The Ocean (feat. Shy Martin),Mike Perry,10326,2017-01-01,es,2CPqh63wRVscbceKcPxwvv
191,Bang My Head (feat. Sia & Fetty Wap),David Guetta,10294,2017-01-01,es,53Y0kdCa1CZ9gRqEuknfwy
192,Vuela Corazón,Dasoul,10262,2017-01-01,es,6q8VDoKHZhOBLTqH1eymcc
193,El Perdedor,Maluma,10205,2017-01-01,es,1iEwyiSLAunPR6uouANE0O
194,Would I Lie to You - Radio Edit,David Guetta,10168,2017-01-01,es,4PdJSsESm34djLfBde9Pr2
195,Hijos Del Verbo Amar,Pablo López,10084,2017-01-01,es,5EZxIvwVrnBxwHWl69rgK5
196,Una en un Millón,Alexis y Fido,10045,2017-01-01,es,4SrcC7RYF496LSwl0XKdi1
197,Kiss the Sky,Jason Derulo,10042,2017-01-01,es,0LiEC0RZvGaUISWv7lYsJL
198,Hey Baby,Dimitri Vegas & Like Mike,9927,2017-01-01,es,6yc377A8qxHIjPUcjGD4ET
199,"Happy - From ""Despicable Me 2""",Pharrell Williams,9819,2017-01-01,es,5b88tNINg4Q4nrRbrCXUmg
200,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,9802,2017-01-01,es,0uVyZywUNOp6S0dU5r8TS8
1,Chantaje (feat. Maluma),Shakira,211834,2017-01-02,es,6mICuAdrwEjh6Y6lroV2Kg
2,Reggaetón Lento (Bailemos),CNCO,192725,2017-01-02,es,3AEZUABDXNtecAOSC1qTfo
3,Safari,J Balvin,156542,2017-01-02,es,6rQSrBHf7HlZjtcMZ4S4bO
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,155818,2017-01-02,es,5knuzwU65gJK7IF5yJsuaW
5,Vente Pa' Ca (feat. Maluma),Ricky Martin,136916,2017-01-02,es,7DM4BPaS7uofFul3ywMe46
6,Otra vez (feat. J Balvin),Zion & Lennox,122904,2017-01-02,es,3QwBODjSEzelZyVjxPOHdq
7,Traicionera,Sebastian Yatra,120460,2017-01-02,es,5J1c3M4EldCfNxXwrwt8mT
8,Gyal You A Party Animal - Remix,Charly Black,118549,2017-01-02,es,1AkTW13ysu0AJrwuM6UY0I
9,Let Me Love You,DJ Snake,113909,2017-01-02,es,4pdPtRcBmOSQDlJ3Fk945m
10,24K Magic,Bruno Mars,110304,2017-01-02,es,6b8Be6ljOzmkOmFslEb23P
11,La Bicicleta,Carlos Vives,107262,2017-01-02,es,0sXvAOmXgjR2QUqLK1MltU
12,Starboy,The Weeknd,106674,2017-01-02,es,5aAx2yezTd8zXrkmtKl66Z
13,Closer,The Chainsmokers,100297,2017-01-02,es,7BKLCZ1jbUBVqRi2FVlTVw
14,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,94610,2017-01-02,es,6stYbAJgTszHAHZMPxWWCY
15,Hasta Que Se Seque el Malecón (feat. Farruko) - Remix,Jacob Forever,94101,2017-01-02,es,6sMPwcpYtxm1mlgYbp1B0t
16,Don't Wanna Know,Maroon 5,93795,2017-01-02,es,5MFzQMkrl1FOOng9tq6R9r
17,Vacaciones,Wisin,91978,2017-01-02,es,3dQDid3IUNhZy1OehIfYfE
18,Manicomio,Cosculluela,89504,2017-01-02,es,3n58u3LOFw8mITLvfPvQBz
19,Borro Cassette,Maluma,86657,2017-01-02,es,6DUdDIRgLqCGq1DwkNWQTN
20,In the Name of Love,Martin Garrix,85622,2017-01-02,es,04DwTuZ2VBdJCCC5TROn7L
21,One Dance,Drake,82112,2017-01-02,es,1xznGGDReH1oQq0xzbwXa3
22,Cómo Te Atreves,Morat,81287,2017-01-02,es,2z0EshEO4XptiepEb9j3Og
23,Fuego,Juanes,80402,2017-01-02,es,0mwPE0lPOgnWf2bo14xedJ
24,Quiero Que Sepas,Juan Magán,79988,2017-01-02,es,0fm7fJ4aZv6Wx0klIcyXPz
25,Bailame Despacio,Xantos,79980,2017-01-02,es,4OaTpLJIa2harufGxfOPUu
26,Deja Que Te Bese,Alejandro Sanz,79251,2017-01-02,es,0s6yB0ZFl1LvYHAnGhXFga
27,Cold Water (feat. Justin Bieber & MØ),Major Lazer,77615,2017-01-02,es,6DNtNfH8hXkqOX1sjqmI7p
28,Desde Que Estamos Juntos,Melendi,77582,2017-01-02,es,66VmioeXL4i1TCfHIO8R9t
29,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,77392,2017-01-02,es,6YZdkObH88npeKrrkb8Ggf
30,Antes Que No,David Bisbal,77270,2017-01-02,es,4Iy644j0PpHssDJ33tXbIS
31,Te Quiero Pa´Mi,Don Omar,75265,2017-01-02,es,3BY2mafsbsoKGqS380Xnuz
32,Heathens,Twenty One Pilots,75249,2017-01-02,es,6i0V12jOa3mr6uu4WYhUBr
33,Dile Que Tu Me Quieres,Ozuna,74613,2017-01-02,es,20ZAJdsKB5IGbGj4ilRt2o
34,Side To Side,Ariana Grande,71121,2017-01-02,es,4pLwZjInHj3SimIyN9SnOz
35,My Way,Calvin Harris,71105,2017-01-02,es,1vvNmPOiUuyCbgWmtc6yfm
36,Say You Won't Let Go,James Arthur,70805,2017-01-02,es,5uCax9HTNlzGybIStD3vDh
37,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,68619,2017-01-02,es,2SSYqDX8KTgy01NlqtUo0F
38,Andas En Mi Cabeza,Chino & Nacho,67593,2017-01-02,es,5mey7CLLuFToM2P68Qu1gF
39,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,67120,2017-01-02,es,6JV2JOEocMgcZxYSZelKcc
40,Don't Let Me Down (feat. Daya),The Chainsmokers,66667,2017-01-02,es,0QsvXIfqM0zZoerQfsI9lm
41,Cheap Thrills,Sia,65168,2017-01-02,es,27SdWb2rFzO6GWiYDBTD9j
42,Treat You Better,Shawn Mendes,64432,2017-01-02,es,4Hf7WnR761jpxPr5D46Bcd
43,Bobo,J Balvin,64088,2017-01-02,es,7AtlMCIauSQZqiXSlbBPW6
44,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,63702,2017-01-02,es,68EMU2RD1ECNeOeJ5qAXCV
45,Perfect Strangers,Jonas Blue,61720,2017-01-02,es,5bZtRlMBU76vHuDOb1GM5u
46,El Perdedor (feat. Yandel) - The Remix,Maluma,61212,2017-01-02,es,4QsPTKvdpgkA7mBAvclZTa
47,Amor y dolor,Carlos Baute,59737,2017-01-02,es,4efQTJSX6Jca1hHZNi74Zd
48,Me llamas (feat. Maluma) - Remix,Piso 21,59052,2017-01-02,es,5hEM0JchdVzQ5PwvSfITeX
49,Shaky Shaky,Daddy Yankee,56702,2017-01-02,es,58IL315gMSTD37DOZPJ2hf
50,The Greatest,Sia,53680,2017-01-02,es,6bLopGnirdrilrpdVB6Um1
51,I Feel It Coming,The Weeknd,48966,2017-01-02,es,5GXAXm5YOmYT0kL5jHvYBt
