,Fecha,Predicción,Predicción Lower,Predicción Upper,Tendencia,Datos reales
0,2017-01-01,0.0031036769234002778,0.0012906836208304313,0.004895872790472351,0.004051284972568911,0.0013429655292903002
1,2017-01-02,0.0031815314378548475,0.0012274482777160302,0.005029516761283978,0.004041713010107276,0.0012498915952658136
2,2017-01-03,0.0030258964828587505,0.0012763866852068633,0.004821239914695188,0.00403214104764564,0.0012130185790061886
3,2017-01-04,0.002897607871684811,0.0009665387161880539,0.004728261300690808,0.004022569085184005,0.0011957040994707414
4,2017-01-05,0.002961236429099461,0.001124478252900137,0.004839712130024964,0.00401299712272237,0.001234084036714466
5,2017-01-06,0.0030768983556032125,0.0011020026043320657,0.0048973710363012235,0.004003425160260735,0.0014528889996575755
6,2017-01-07,0.0029912821141770585,0.0010786635981577602,0.004882964386255399,0.0039938531977990995,0.001106407076477989
7,2017-01-08,0.0032532354802045633,0.0014581963097792965,0.005156306180877498,0.003984281235337464,0.0010451917094715403
8,2017-01-09,0.00343017777701506,0.0016690661452603527,0.00529255688066212,0.003974709272875829,0.001046427218703638
9,2017-01-10,0.003375067067159527,0.0016109454356775985,0.0052169067330731685,0.003965137310414194,0.0013884251682207266
10,2017-01-11,0.0033470598165357235,0.0014565072555757883,0.005159584795030127,0.0039555653479525586,0.0013487839522970436
11,2017-01-12,0.0035089772217271665,0.0015802393273620797,0.0054168899838227995,0.003945993385490924,0.0010358446350750934
12,2017-01-13,0.003719156086330491,0.001935095216879609,0.005480767272311089,0.0039364214230292885,0.004595113070339442
13,2017-01-14,0.0037225175097006717,0.0019181147295348699,0.005569676573295829,0.003926849460567653,0.001480359086304422
14,2017-01-15,0.0040661959243628,0.0022019302623796427,0.006018405477160276,0.003917277498106018,0.003282120522770684
15,2017-01-16,0.004315992397016973,0.0024981559394473664,0.0061766885022427566,0.003907705535644382,0.006419521669734593
16,2017-01-17,0.004323380883074181,0.0024801352966250076,0.006155030619018955,0.0038981335731827467,0.00326999012580048
17,2017-01-18,0.004346203928578804,0.0025292051361750093,0.00627495571061208,0.0038885616107211113,0.0030932936864450835
18,2017-01-19,0.004546171071261335,0.0027564274738668872,0.006309499688116554,0.0038789896482594767,0.006168554528656001
19,2017-01-20,0.0047807369977486145,0.0028670117856237102,0.006525183558709172,0.0038694176857978417,0.003061194130503306
20,2017-01-21,0.004794192023418082,0.003045054666736814,0.006728513807945015,0.0038598457233362062,0.004346438519485607
21,2017-01-22,0.005133306884180527,0.003352174878992061,0.007013320317442501,0.003850273760874571,0.00925378047532805
22,2017-01-23,0.005363795371933407,0.0035503928284571764,0.007312168244716165,0.0038407017984129353,0.013045580923995123
23,2017-01-24,0.005337323293380603,0.0034760563438159904,0.007282122688186919,0.0038311298359513,0.011403978905417769
24,2017-01-25,0.005312200213111998,0.0036087199623761673,0.007083235238241781,0.003821557873489665,0.013071844165515784
25,2017-01-26,0.005450867376231937,0.003600220749310364,0.00723259153568416,0.0038119859110280303,0.013629508197531472
26,2017-01-27,0.005611759182179169,0.0037990466518447127,0.007461153325289172,0.003802413948566395,0.007737271441922161
27,2017-01-28,0.005540371251532499,0.0036963378976534278,0.00733559370707622,0.0037928419861047594,0.007011166915698327
28,2017-01-29,0.005784877696579705,0.003971073645634493,0.007681878174637164,0.003783270023643124,0.013106689095914623
29,2017-01-30,0.00591256187647975,0.004160110059699143,0.007843414718116429,0.0037736980611814885,0.01400844816255335
30,2017-01-31,0.005776789971608118,0.0038415593938106304,0.0075644897837274195,0.0037641260987198535,0.01147419894476213
31,2017-02-01,0.005637664774082158,0.003658354348741769,0.0075023204513917745,0.003754554136258218,0.007889489120148344
