,Fecha,Predicción,Predicción Lower,Predicción Upper,Tendencia,Datos reales
1092,2020-01-02,0.5669029188380282,0.5616643029040206,0.5723291005827783,0.5609771021122425,0.5649180632691281
1093,2020-01-03,0.5673531781856408,0.56199922636935,0.5722596154957067,0.5609458886771465,0.5692922741692575
1094,2020-01-04,0.5678170293769864,0.5620574369274747,0.5733006763190649,0.5609146752420505,0.5686286727657903
1095,2020-01-05,0.5673212433754212,0.5622452756911243,0.572458982596537,0.5608834618069546,0.5684163862829574
1096,2020-01-06,0.5666471759792633,0.5612357645365231,0.5717279228021896,0.5608522483718587,0.5684375912848936
1097,2020-01-07,0.566190685913209,0.5611872618127969,0.5712384609551636,0.5608210349367627,0.5673397569463104
1098,2020-01-08,0.5661491044995662,0.561033626231659,0.5715164995938853,0.5607898215016668,0.5697040035306657
1099,2020-01-09,0.5658846904794395,0.5606914707256376,0.5711454406499783,0.5607586080665709,0.5689156111255822
1100,2020-01-10,0.5662560612612254,0.5608483758149295,0.5712438152583142,0.5607273946314749,0.5714990318001529
1101,2020-01-11,0.566659533526384,0.5613323717888394,0.5717822626433391,0.5606961811963789,0.5728393760799255
1102,2020-01-12,0.5661201721813355,0.5606090338793737,0.5719378057078336,0.5606649677612829,0.5732750920158683
1103,2020-01-13,0.565417399013038,0.5598048404551689,0.5709350474181997,0.560633754326187,0.5713620559491225
1104,2020-01-14,0.5649449818344116,0.559273382993837,0.5706152373502434,0.5606025408910911,0.5703582739551661
1105,2020-01-15,0.5648980772194871,0.5591896544002246,0.5707349405645072,0.5605713274559951,0.5709634142511804
1106,2020-01-16,0.564636758218267,0.5587824896558569,0.5701184268266037,0.5605401140208992,0.5708927957120183
1107,2020-01-17,0.5650175161713388,0.5591058263998681,0.5704574959141331,0.5605089005858033,0.5719949750718185
1108,2020-01-18,0.5654346674824982,0.5599368554517519,0.5713531795388398,0.5604776871507073,0.572825572290813
1109,2020-01-19,0.5649114624120828,0.5589801231069591,0.5704589965576695,0.5604464737156113,0.5728290848146577
1110,2020-01-20,0.5642257455244245,0.5582187215349534,0.5698313038097584,0.5604152602805154,0.5633271531961234
