,Danceability,Length,Popularity,Acousticness,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
Diferencia,0.020287458451987983,-0.03365939139618784,0.3264822995860796,0.0018735283241818057,-0.014156313197823844,0.0052653506293463236,-0.018599458698902477,0.00220967494337887,0.0170783914412595,0.021698687260615745,0.022963654681138923
