,name,artist,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,spotify_id,release_date_year
28,Don't Start Now,Dua Lipa,Don't Start Now,2019-10-31,0.35829364356074717,0.7719298245614035,0.0125,0.794,0.793,0.0,0.0952,0.8582186007305422,0.12841530054644806,0.677,0.3500390357376162,4,6WrI0LAC5M1Rw2MnX2ZvEg,2019
29,Rojo,J Balvin,Colores,2020-03-19,0.22923914507833612,0.6842105263157895,0.193,0.663,0.598,8.02e-05,0.0856,0.8851362742343355,0.3237704918032787,0.4,0.7348517438618295,4,380HmhwTE2NJgawn1NwkXi,2020
30,Hawái,Maluma,Hawái,2020-07-29,0.4252854889964893,0.9298245614035088,0.189,0.787,0.728,2.29e-05,0.0629,0.9181230682776063,0.8224043715846995,0.545,0.797157560983382,4,4uoR6qeWeuL4Qeu2qJzkuG,2020
31,Roses - Imanbek Remix,SAINt JHN,Roses (Imanbek Remix),2019-10-09,0.3327363357556642,0.8771929824561403,0.0167,0.77,0.724,0.0107,0.353,0.8041022759202023,0.049408014571949,0.898,0.33437694182878447,4,24Yi9hE78yPEbZ4kxyoXAI,2019
32,Con Altura,ROSALÍA,Con Altura,2019-03-28,0.2724527883220934,0.6491228070175439,0.39,0.882,0.689,0.00325,0.0501,0.8859792076425962,0.21903460837887068,0.746,0.14308589455570955,4,2qG5sZ7Si6sdK74qLxedYM,2019
33,TKN (feat. Travis Scott),ROSALÍA,TKN (feat. Travis Scott),2020-05-28,0.14464247505686006,0.8070175438596491,0.192,0.776,0.509,1.49e-06,0.115,0.760157347569542,1.0,0.485,0.1165654924079474,4,4w47S36wQGBhGg073q3nt7,2020
34,Sigues Con El,Dímelo Flow,Sigues Con El,2019-12-13,0.5296345899339868,0.7192982456140351,0.11,0.883,0.668,0.000529,0.0734,0.9461084574318629,0.19398907103825136,0.676,0.06349282220416487,4,7sQKy5vlPQllr0k9IjYJv3,2019
35,Fantasias,Rauw Alejandro,Fantasias,2019-08-29,0.4233597755711761,0.7017543859649122,0.143,0.879,0.703,0.0,0.0569,0.8751896600168586,0.09631147540983605,0.788,0.11154661185730454,4,6mAN61JH0dzyZpWslS11jy,2019
36,Tattoo - Remix with Camilo,Rauw Alejandro,Tattoo (Remix with Camilo),2020-07-09,0.5143715279703931,0.8771929824561403,0.0413,0.848,0.637,0.0,0.0521,0.8238831132340546,0.2918943533697632,0.698,0.1353185794178099,4,4ZRrLHqzhGRXYj2qcB4s5S,2020
37,Sunday Best,Surfaces,Where the Light Is,2019-01-06,0.26034773788108123,0.7894736842105263,0.183,0.878,0.525,0.0,0.0714,0.7283506602978365,0.06830601092896174,0.694,0.25508659560569136,4,1Cv1YLb4q0RzL6pybtaMLo,2019
38,Hasta Que Dios Diga,Anuel AA,Emmanuel,2020-05-29,0.606774073399003,0.8070175438596491,0.464,0.691,0.765,3.29e-06,0.203,0.8466423152570948,0.18943533697632056,0.855,0.7490002071284037,4,06s3QtMJVXw1AJX3UfvZG1,2020
39,Djadja (feat. Maluma) - Remix,Aya Nakamura,Djadja (feat. Maluma) [Remix],2020-06-12,0.293152226457559,0.8421052631578947,0.175,0.791,0.682,0.0,0.0926,0.7004776622646811,0.296448087431694,0.672,0.14362761499609653,4,6AzKhCHOms83jvNVLsz0Bt,2020
40,China,Anuel AA,China,2019-07-19,0.827533739608676,0.6842105263157895,0.0846,0.786,0.808,0.000289,0.0822,0.9042427648215793,0.13752276867030966,0.609,0.19936108853942613,4,2ksOAxtIxY8yElEWw8RhgK,2019
41,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,2019-12-06,0.4112388756369515,0.8245614035087719,0.104,0.896,0.586,0.0,0.79,0.7364990165776903,0.0639799635701275,0.642,0.29451269059796387,4,0nbXyq5TXYPCO7pr3N8S4I,2019
42,The Less I Know The Better,Tame Impala,Currents,2015-07-17,0.48917083376259046,0.7368421052631579,0.0115,0.64,0.74,0.00678,0.167,0.8828322562517561,0.0013661202185792423,0.785,0.2937797747080287,4,6K4t31amVTZDgR3sKmwUJJ,2015
43,PA' ROMPERLA,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,0.40152313629771685,0.6666666666666666,0.016,0.772,0.83,0.0,0.0843,0.8302332115762855,0.07308743169398907,0.697,0.11160237719675606,4,5XqCz18k96K8tx6DAYM97i,2020
44,SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,0.8715398575130561,0.8070175438596491,0.00513,0.834,0.73,0.0,0.124,0.9035684180949706,0.44216757741347906,0.446,0.597533578700827,4,2xLMifQCjDGFmkHkpNLD9h,2018
45,ROCKSTAR (feat. Roddy Ricch),DaBaby,BLAME IT ON BABY,2020-04-17,0.3521242283277992,0.9649122807017544,0.247,0.746,0.69,0.0,0.101,0.6651868502388312,0.31010928961748635,0.497,0.07946560871851258,4,7ytR5pFWmSjzHJIeQkgog4,2020
46,Don't Stand So Close To Me,The Police,Zenyatta Mondatta (Remastered 2003),1980-10-03,0.5935635208064222,0.43859649122807015,0.0453,0.799,0.506,0.00107,0.0365,0.5832537229558865,0.07468123861566485,0.518,0.48043433232955723,4,5veJDT0MLsLbhYsx42GXUD,1980
47,A Tu Merced,Bad Bunny,YHLQMDLG,2020-02-28,0.3290830275701934,0.6491228070175439,0.169,0.86,0.791,0.000106,0.106,0.843439168305704,0.06602914389799636,0.887,0.09576502079250515,4,4r9jkMEnArtWGH2rL2FZl0,2020
48,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),1987-09-01,0.6104709676908081,0.45614035087719296,0.0258,0.381,0.894,0.0,0.0251,0.6268614779432425,0.0209471766848816,0.797,1.0,4,2oSpQ7QtIKTNFfA08Cy0ku,1987
49,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,0.5523033276010999,0.8947368421052632,0.00536,0.571,0.693,0.0,0.173,0.649564484405732,0.060792349726775954,0.393,0.7023803833468765,4,0EhpEsp4L0oRGM0vmeaN5e,2020
50,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1990-02-20,0.6517866341223739,0.5263157894736842,0.00456,0.867,0.517,0.000339,0.0864,0.3692610283787581,0.13592896174863386,0.866,0.423386390070583,4,1B75hgRqe7A4fwee3g3Wmu,1990
51,El Efecto,Rauw Alejandro,El Efecto,2019-03-15,0.4924279046177498,0.7192982456140351,0.406,0.849,0.781,0.0,0.0801,0.8518123068277607,0.2987249544626594,0.893,0.03217660086356613,4,4SJHHpKhcuXwDsCsPqshXj,2019
52,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",2017-03-31,0.6644067930927908,0.7719298245614035,0.111,0.863,0.669,0.0,0.0569,0.777802753582467,0.5787795992714024,0.947,0.6696620620429236,4,5DoLhdU27owX1NMrKLUbUl,2017
53,Morado,J Balvin,Morado,2020-01-09,0.42714384207564965,0.631578947368421,0.137,0.881,0.696,4.13e-05,0.0927,0.8966001685866817,0.1181693989071038,0.781,0.13543011009671305,4,3mQ6SLdxxaL52Yte7KF2Ks,2020
54,"Ay, DiOs Mío!",KAROL G,"Ay, DiOs Mío!",2020-07-10,0.3835062248884592,0.8771929824561403,0.512,0.718,0.712,0.00121,0.104,0.8669289126159034,0.3328779599271402,0.531,0.7969026337173175,4,7x4ASXYEKfQBCewcZhK776,2020
55,Relación,Sech,Relación,2020-04-02,0.3621133714249487,0.543859649122807,0.125,0.805,0.562,4.96e-06,0.148,0.9371171677437482,0.1757741347905282,0.767,0.7336488058250881,4,4lMOQR1rRW5hJgJXOtKraL,2020
56,Adore You,Harry Styles,Fine Line,2019-12-13,0.45276851022688547,0.7894736842105263,0.0237,0.676,0.771,7e-06,0.102,0.9057600449564485,0.046675774134790536,0.569,0.15172952217070573,4,3jjujdWJ72nww5eGnfs2E7,2019
57,Morado,J Balvin,Colores,2020-03-19,0.42555889275440417,0.5964912280701754,0.131,0.885,0.68,1.77e-05,0.0875,0.8966563641472325,0.12978142076502733,0.78,0.1354380765737776,4,35KmOEIUqAGn02t7n4qaIr,2020
58,Break My Heart,Dua Lipa,Future Nostalgia,2020-03-27,0.5109638869297154,0.7894736842105263,0.167,0.73,0.729,1.39e-06,0.349,0.9193031750491711,0.1377504553734062,0.467,0.2629813743766233,4,017PF4Q3l4DBUiWoXk4OWT,2020
59,QUE PRETENDES,J Balvin,OASIS,2019-06-28,0.5130480952871532,0.6140350877192983,0.0275,0.639,0.791,0.0,0.362,0.8626018544534982,0.5127504553734061,0.939,0.1003855774899224,4,25ZAibhr3bdlMCLmubZDVt,2019
60,Rojo,J Balvin,Rojo,2020-02-27,0.22976614072765023,0.6842105263157895,0.15,0.652,0.595,0.000115,0.0842,0.885248665355437,0.19398907103825136,0.444,0.7350509057884423,4,4uziEsK1yiqdauKVDPsmVG,2020
61,Muévelo,Nicky Jam,Muévelo,2020-01-08,0.40426509862347154,0.6491228070175439,0.415,0.594,0.808,1.39e-05,0.565,0.9769036246136557,0.04804189435336976,0.919,0.8610805729490306,4,4VgYtXCVJ7IbWAZ5ryfvEQ,2020
62,Toosie Slide,Drake,Toosie Slide,2020-04-03,0.6109662643536973,0.7894736842105263,0.321,0.834,0.454,6.15e-06,0.114,0.5643720146108457,0.39435336976320584,0.837,0.012873826936252249,4,127QTOFJsJQp5LbJbu3A1y,2020
63,Relación,Sech,1 of 1,2020-05-21,0.3621133714249487,0.8421052631578947,0.125,0.805,0.562,4.96e-06,0.148,0.9371171677437482,0.1757741347905282,0.767,0.7336488058250881,4,3ZG8N7aWw2meb6UrI5ZmnZ,2020
64,PAM,Justin Quiles,PAM,2020-05-01,0.42846727475888957,0.7368421052631579,0.289,0.889,0.863,0.000603,0.0798,0.9430738971621243,0.10906193078324226,0.776,0.2625033857527525,4,0eeKDrQxjqNl5bX5VCHDcn,2020
65,ily (i love you baby) (feat. Emilee),Surf Mesa,ily (i love you baby) (feat. Emilee),2019-11-26,0.3315713980045488,0.8596491228070176,0.0686,0.674,0.774,0.00188,0.393,0.6870469232930598,0.13979963570127504,0.33,0.2553096569634976,4,62aP9fBQKYKxi7PDXwcUAS,2019
66,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),2020-08-07,0.3751376924722832,1.0,0.0194,0.935,0.454,0.0,0.0824,0.6903062658050014,0.7905282331511839,0.357,0.42278890429074467,4,4Oun2ylbjFKMPTiaSbbCih,2020
67,No Me Conoce - Remix,Jhay Cortez,Famouz,2019-05-24,0.8568790762915356,0.6491228070175439,0.145,0.806,0.786,0.0,0.0935,0.8969935375105368,0.10541894353369763,0.58,0.09536669693927954,4,4R8BJggjosTswLxtkw8V7P,2019
68,Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,0.16393527066972033,0.7543859649122807,0.127,0.707,0.955,0.0,0.202,0.8541725203708908,0.44216757741347906,0.575,0.36635438076573784,4,78qd8dvwea0Gosb6Fe6j3k,2020
69,Are You Bored Yet? (feat. Clairo),Wallows,Nothing Happens,2019-03-22,0.337332688787276,0.7543859649122807,0.156,0.682,0.683,2.32e-05,0.273,0.7501545377915145,0.0020491803278688556,0.64,0.31882637859885604,4,57RA3JGafJm5zRtKJiKPIm,2019
70,Que Tire Pa Lante,Daddy Yankee,Que Tire Pa Lante,2019-10-18,0.46618906860453135,0.6140350877192983,0.0478,0.658,0.901,0.0,0.12,0.9541444225906154,0.0179872495446266,0.708,0.11134744993069168,4,6RyaV7owmVU6fzEPE17sF1,2019
71,BAD CON NICKY,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,0.4333806176547505,0.6491228070175439,0.321,0.59,0.729,0.0,0.659,0.834110705254285,0.14002732240437157,0.712,0.10429711772859805,4,5bmSver2b3ZXyuyLKtgnFI,2020
72,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,0.5373612178750584,0.8421052631578947,0.223,0.597,0.45,0.0,0.382,0.7381286878336611,0.03187613843351548,0.537,0.7867931743224511,3,4HBZA5flZLE435QTztThqH,2020
73,Keii,Anuel AA,Keii,2020-02-07,0.4641286344869123,0.5789473684210527,0.4,0.708,0.797,0.0,0.096,0.9383534700758641,0.025728597449908932,0.51,0.06383538071793896,4,5eEQCfq7MXQr6aHLNRUZLs,2020
74,Ignorantes,Bad Bunny,YHLQMDLG,2020-02-28,0.46652983270859916,0.6140350877192983,0.267,0.85,0.536,3.89e-05,0.0996,0.8222534419780838,0.07308743169398907,0.505,0.12767872791294235,4,38RIEav39FGi86jppxO0du,2020
75,El Efecto - Remix,Rauw Alejandro,El Efecto (Remix),2019-12-13,0.7807143366590853,0.7017543859649122,0.18,0.771,0.769,1.57e-05,0.345,0.9153694858106209,0.0947176684881603,0.931,0.7007870879339738,4,74j34STf8L6uADnTN69ohv,2019
76,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,0.401075388114465,0.8070175438596491,0.328,0.701,0.425,0.13,0.1,0.4960944085417252,0.7905282331511839,0.562,0.4391600146583177,4,2Fxmhks0bxGSBdJ92vM42m,2019
77,Don't Start Now,Dua Lipa,Future Nostalgia,2020-03-27,0.35829364356074717,0.7543859649122807,0.0123,0.793,0.793,0.0,0.0951,0.8582186007305422,0.12568306010928962,0.679,0.3501107340311968,4,3PfIrDoz19wz7qK7tYeu62,2020
78,Rain On Me (with Ariana Grande),Lady Gaga,Rain On Me (with Ariana Grande),2020-05-22,0.35397465666035327,0.8245614035087719,0.021,0.672,0.855,0.0,0.323,0.9007586400674348,0.02709471766848816,0.646,0.3429887035355225,4,24ySl2hOPGCDcxBxFIqWBu,2020
79,Adicto (with Anuel AA & Ozuna),Tainy,Adicto (with Anuel AA & Ozuna),2019-08-22,0.7048031889180344,0.6842105263157895,0.017,0.734,0.836,1.64e-05,0.179,0.8423714526552403,0.10405282331511838,0.623,0.0,4,3jbT1Y5MoPwEIpZndDDwVq,2019
80,Blanco,J Balvin,Blanco,2019-11-15,0.20974426842701704,0.5614035087719298,0.0253,0.87,0.706,0.0063,0.0872,0.8091036808092161,0.22358834244080147,0.593,0.15941717253796034,4,2rc7BkzO8qepMFAxHtOrXc,2019
81,Bichiyal,Bad Bunny,YHLQMDLG,2020-02-28,0.41063659489487825,0.5964912280701754,0.31,0.737,0.766,6.63e-06,0.114,0.8738971621241922,0.04098360655737705,0.662,0.11116422095820792,4,4j4w4CXm6BSr0s25wAWrrX,2020
82,Level of Concern,Twenty One Pilots,Level of Concern,2020-04-09,0.5039544485565074,0.6491228070175439,0.32,0.754,0.583,0.00015,0.144,0.6998033155380725,0.03506375227686704,0.77,0.3346717014801715,4,6xZ4Q2k2ompmDppyeESIY8,2020
83,In Your Eyes,The Weeknd,After Hours,2020-03-20,0.5731731477885995,0.8070175438596491,0.00285,0.667,0.719,8.1e-05,0.0736,0.8104523742624333,0.015482695810564663,0.717,0.1594809043544764,4,7szuecWAPwGoV1e5vGu8tl,2020
84,Soltera - Remix,Lunay,Soltera (Remix),2019-05-10,0.6863623035653434,0.6140350877192983,0.361,0.795,0.783,0.0,0.437,0.8722674908682214,0.03506375227686704,0.799,0.09566145659066656,4,1c0hsvHLELX6y8qymnpLKL,2019
85,Stayin' Alive,Various Artists,Staying Alive (Original Motion Picture Soundtrack),1977-12-13,0.0,0.3684210526315789,0.113,0.707,0.535,0.00615,0.0884,0.0,0.03597449908925319,0.641,0.18834345075920536,4,4UDmDIqJIbrW0hMBQMFOsM,1977
86,Girl,Myke Towers,Easy Money Baby,2020-01-24,0.3707196462393115,0.6140350877192983,0.0325,0.733,0.708,0.000327,0.324,0.8337173363304299,0.15004553734061932,0.694,0.10371556490288869,4,43NqTeL8pgBxKHPMiJKUP5,2020
87,Rebota,Guaynaa,Rebota,2018-12-14,0.44285068984919207,0.5087719298245614,0.188,0.796,0.911,0.0,0.499,1.0,0.5856102003642987,0.918,0.7976514825613816,4,2YRvdf9cdS88y1wB1WhKoE,2018
88,"Yo x Ti, Tu x Mi",ROSALÍA,"Yo x Ti, Tu x Mi",2019-08-15,0.4286257696910141,0.631578947368421,0.462,0.78,0.759,0.000868,0.143,0.9272829446473728,0.44899817850637525,0.579,0.09519940092092477,4,7BlBVFwvbWvcwNcUarQmjk,2019
89,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),2005,0.5802499465079604,0.5263157894736842,0.0959,0.829,0.878,0.0,0.776,0.7778589491430177,0.16666666666666669,0.883,0.06364418526839065,4,1q8NdCAQ9QUjpYiqzdd3mv,2005
90,Ignorantes,Bad Bunny,Ignorantes,2020-02-14,0.46652983270859916,0.6491228070175439,0.267,0.85,0.536,3.89e-05,0.0996,0.8222534419780838,0.07308743169398907,0.505,0.12767872791294235,4,3wYRLYuO1M88d8woWUIxct,2020
91,Dream Girl - Remix,Ir Sais,Dream Girl (Remix),2019-12-06,0.39459690776387424,0.7192982456140351,0.216,0.767,0.643,0.000104,0.0806,0.8186569261028379,0.16666666666666669,0.536,0.7168873380813537,4,099tjv6oy2opbpCOA3nBwX,2019
92,Otro Trago,Sech,Sueños,2019-04-19,0.5272611283254218,0.6140350877192983,0.136,0.746,0.7,0.000159,0.11,0.8499016577690363,0.7131147540983607,0.619,0.7651163902299126,4,1Ej96GIBCTvgH7tNX1r3qr,2019
93,Reggaetonera,Anuel AA,Emmanuel,2020-05-29,0.473289641563711,0.7368421052631579,0.48,0.694,0.796,0.000384,0.108,0.8782804158471481,0.06534608378870674,0.515,0.10405812341666267,4,6yVkakCN460KOVol9ZazjH,2020
94,Circles,Post Malone,Hollywood's Bleeding,2019-09-06,0.48504996552735224,0.8245614035087719,0.192,0.695,0.762,0.00244,0.0863,0.915762854734476,0.026639344262295084,0.553,0.3189777416630818,4,21jGcNKet2qwijlDFuPiPb,2019
95,ROXANNE,Arizona Zervas,ROXANNE,2019-10-10,0.2804171586613518,0.7894736842105263,0.0522,0.621,0.601,0.0,0.46,0.7966844619275077,0.2736794171220401,0.457,0.2926326020107389,5,696DnlkuDOXcMAnKlTgXXK,2019
96,Wait a Minute!,WILLOW,ARDIPITHECUS,2015-01-11,0.4107158423609405,0.7017543859649122,0.0371,0.764,0.705,1.94e-05,0.0943,0.8156223658330992,0.0,0.672,0.1673039848318277,4,0y60itmpH0aPKsFiGxmtnh,2015
97,everything i wanted,Billie Eilish,everything i wanted,2019-11-13,0.6044957087497127,0.7894736842105263,0.902,0.704,0.225,0.657,0.106,0.30002809778027534,0.163023679417122,0.243,0.31869094848875934,4,3ZCTVFBt2Brf31RLEnCkWJ,2019
98,Vete,Bad Bunny,Vete,2019-11-21,0.3929010119901416,0.631578947368421,0.0363,0.886,0.672,8.78e-06,0.101,0.8653554369204833,0.36475409836065575,0.526,0.09539059637047308,4,5DxXgozhkPLgrbKFY91w0c,2019
