Position,Track Name,Artist,Streams,date,region,spotify_id
35,3 A.M.,Jesse & Joy,66377,2018-01-01,es,0yyZN5ASdrYu0XYWFzfxUu
36,Despacito (Featuring Daddy Yankee),Luis Fonsi,66232,2018-01-01,es,4aWmUDTfIPGksMNLV2rQP2
37,Bella y Sensual,Romeo Santos,65235,2018-01-01,es,0ERbK7qVqveCaBWIiYCrl3
38,Loco Enamorado,Abraham Mateo,64863,2018-01-01,es,4N1c5rmWOzRmB9SMacr5wB
39,Ahora Dice,Chris Jeday,60931,2018-01-01,es,22eADXu8DfOAUEDw4vU8qy
40,Bonita,J Balvin,59565,2018-01-01,es,693iqPOQvhI7PobtR8CC8v
41,Explícale (feat. Bad Bunny),Yandel,58464,2018-01-01,es,1LszjjoVwDDZcWUQbzeDLG
42,Dusk Till Dawn - Radio Edit,ZAYN,54729,2018-01-01,es,1j4kHkkpqZRBwE0A4CN4Yv
43,Tú Foto,Ozuna,53672,2018-01-01,es,5zSOVwaY3sVjnmLhuEfsuf
44,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,53475,2018-01-01,es,1bhUWB0zJMIKr9yVPrkEuI
45,Hey DJ,CNCO,53443,2018-01-01,es,209gZgcfLq2aUuu51vOWBl
46,What Lovers Do (feat. SZA),Maroon 5,53409,2018-01-01,es,3hBBKuWJfxlIlnd9QFoC8k
47,Mala Mujer,C. Tangana,52434,2018-01-01,es,067QpM2xLhK24hTiovC3Zo
48,Tú Me Obligaste,Antonio José,51843,2018-01-01,es,6NwXwJlXKZmgLZga2cLkhb
49,Saturno,Pablo Alborán,48797,2018-01-01,es,7en0831Kv3C7qDh1kXhM9U
50,Despacito - Remix,Luis Fonsi,43421,2018-01-01,es,5CtI0qwDJkDQGwXD1H1cLb
51,She Don't Give a FO (feat. Khea),Duki,42514,2018-01-01,es,7ehmaSwhEZv4aaJzxsVMGY
52,Guerrera,DELLAFUENTE,39579,2018-01-01,es,3Q6zROQvMXRtR9NYfDpNWL
53,Kung Fu,Dasoul,37730,2018-01-01,es,0B6GRS3vGtzu6w5BQXqWMq
54,Feel It Still,Portugal. The Man,37100,2018-01-01,es,6QgjcU0zLnzq5OrUoSZ3OK
55,Sirenas,Taburete,35283,2018-01-01,es,4unOsvr9C2NqI9aJXrxpCy
56,La Llamada,Leiva,35037,2018-01-01,es,5ZCamgcqvkckdf2FdfYuth
57,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,34150,2018-01-01,es,7nKBxz47S9SD79N086fuhn
58,Krippy Kush,Farruko,33963,2018-01-01,es,7FfpP3YZ6fOWMdxkIAtud9
59,Me Enamoré,Shakira,33926,2018-01-01,es,4qknM1pQz53QOyfDVTjcM9
60,Camina - Operación Triunfo 2017,Operación Triunfo 2017,33705,2018-01-01,es,5RtOTz6tsa5ssYJ084BaLW
61,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Morat,33009,2018-01-01,es,77L1xG4kehRoAB4K37gQEA
62,Gucci Gang,Lil Pump,32957,2018-01-01,es,43ZyHQITOjhciSUUNPVRHc
63,Mi Gente (feat. Beyoncé),J Balvin,32859,2018-01-01,es,7fwXWKdDNI5IutOMc5OKYw
64,Háblame Bajito,Abraham Mateo,32780,2018-01-01,es,1s46xFwjfRUkRlPlX3PwPk
65,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,32608,2018-01-01,es,5q2JbCNi4FcnglgPfxcV65
66,"Amor, Amor, Amor (feat. Wisin)",Jennifer Lopez,32545,2018-01-01,es,7h9sdbDEBfkWSmO4mzGED6
67,Como Antes (feat. Wisin),Yandel,32187,2018-01-01,es,5YzA563GXTuwQaRq24z1k5
68,Quiero Repetir,Ozuna,32148,2018-01-01,es,0MIcPSq9n2z5H8TAfEstri
69,Dembow,Danny Ocean,32100,2018-01-01,es,2EzRdhuoPyNJDlep7lnNf2
70,OK,Robin Schulz,31508,2018-01-01,es,3bWAqKDWg6u1davspr5IkS
71,Mi Mala,Mau y Ricky,31282,2018-01-01,es,4XP6qLtHI0n9UjIPTsuqe8
72,Reggaetón Lento (Bailemos),CNCO,30756,2018-01-01,es,3AEZUABDXNtecAOSC1qTfo
73,Chantaje (feat. Maluma),Shakira,30618,2018-01-01,es,6mICuAdrwEjh6Y6lroV2Kg
74,Todo Comienza en la Disco,Wisin,30566,2018-01-01,es,3a2aBKuvgP1qHo3BqU3lGh
75,La Bicicleta,Carlos Vives,30234,2018-01-01,es,0sXvAOmXgjR2QUqLK1MltU
76,La fórmula (feat. Chris Jeday),De La Ghetto,29894,2018-01-01,es,4XCQtUoRSh22Ep18ULmDnT
77,El Farsante,Ozuna,29662,2018-01-01,es,5EId1m4DNwTf3at31w8bPJ
78,Silence,Marshmello,29471,2018-01-01,es,7vGuf3Y35N4wmASOKLUVVU
79,Too Good At Goodbyes,Sam Smith,29348,2018-01-01,es,1mXVgsBdtIVeCLJnSnmtdV
80,River (feat. Ed Sheeran),Eminem,29067,2018-01-01,es,5UEnHoDYpsxlfzWLZIc7LD
81,La Rompe Corazones,Daddy Yankee,28067,2018-01-01,es,4okba5wu9mMLXx79DXLKi3
82,How Long,Charlie Puth,28053,2018-01-01,es,32DGGj6KlNuBr6WaqRxpxi
83,Bella,Wolfine,27712,2018-01-01,es,4R55IUi2x7S5ek2SpebOiE
84,Vente Pa' Ca (feat. Maluma),Ricky Martin,26798,2018-01-01,es,7DM4BPaS7uofFul3ywMe46
85,Una Lady Como Tú (feat. Nicky Jam) - Remix,Manuel Turizo,26624,2018-01-01,es,7MMRoGvm7uhoUVhGvHJ3yW
86,Bonita - Remix,J Balvin,26523,2018-01-01,es,400nZFg9JEXd9DTBJf1PE3
87,Mamita,CNCO,26222,2018-01-01,es,5ojXuKXBYq0apcNucYSDXq
88,El Amante,Nicky Jam,26168,2018-01-01,es,3umS4y3uQDkqekNjVpiRUs
89,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,26145,2018-01-01,es,6kex4EBAj0WHXDKZMEJaaF
90,La Modelo,Ozuna,25907,2018-01-01,es,2m2ZGfJcs3lHWNPzhWH3XH
91,Attention,Charlie Puth,25881,2018-01-01,es,4iLqG9SeJSnt0cSPICSjxv
92,Si Tú La Ves (feat. Wisin),Nicky Jam,25716,2018-01-01,es,4yN6xPLopmTLvc27pO9LIE
93,Something Just Like This,The Chainsmokers,25667,2018-01-01,es,6RUKPb4LETWmmr3iAEQktW
94,La Gozadera (feat. Marc Anthony),Gente De Zona,25380,2018-01-01,es,0OMRAvrtLWE2TvcXorRiB9
95,Ahora Me Llama,KAROL G,25361,2018-01-01,es,11ZRYISCsAsLyyJo47DudZ
96,Besame,Valentino,24877,2018-01-01,es,7Ckhk1XW5NV2k4jpqtQNlz
97,Esperándote,Manuel Turizo,24392,2018-01-01,es,1nfyE13arjOuO54HH0zmqj
98,Invisible,Malú,24286,2018-01-01,es,2xVWnZpT548xjWo1tF1oqq
99,Me llamas (feat. Maluma) - Remix,Piso 21,23950,2018-01-01,es,5hEM0JchdVzQ5PwvSfITeX
100,More Than You Know,Axwell /\ Ingrosso,23860,2018-01-01,es,71bBFbfn2OBK5QwUJSLS44
101,Thunder,Imagine Dragons,23661,2018-01-01,es,0tKcYR2II1VCQWT79i5NrW
102,El Patio,Pablo López,23599,2018-01-01,es,3YWh4qEPAkWYu2830DFcga
103,"Rápido, Brusco, Violento",Juan Magán,23546,2018-01-01,es,63HbvWprv2Mhu63x0nMmLH
104,Stargazing,Kygo,22979,2018-01-01,es,0Zbbxnx4SGGHoIow4PpISP
105,Lumbra,Cali Y El Dandee,22614,2018-01-01,es,6VHdcVbiKLYYOcMbIqBcuK
106,Mi Casa,Cruz Cafuné,22423,2018-01-01,es,3sdbjDa8Rvmfn8k7pz7znc
107,Cómo Te Atreves,Morat,22342,2018-01-01,es,2z0EshEO4XptiepEb9j3Og
108,#Natural,Paty Cantú,22327,2018-01-01,es,6QY4K8DzL1HtAZbz7BGGOx
109,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,22017,2018-01-01,es,5xMzazov0IHYllrc8U2K6F
110,Traicionera,Sebastian Yatra,21530,2018-01-01,es,5J1c3M4EldCfNxXwrwt8mT
111,La isla del amor - Remix,Demarco Flamenco,21517,2018-01-01,es,1ALca9LS7SmVbzDdXXXl5z
112,All I Want for Christmas Is You,Mariah Carey,21150,2018-01-01,es,0bYg9bo50gSsH3LtXe2SQn
113,Mi gran noche,Raphael,21037,2018-01-01,es,3cU7TRRcphb5iziZ7t5X5A
114,Him & I (with Halsey),G-Eazy,20950,2018-01-01,es,5k38wzpLb15YgncyWdTZE4
115,Tip Toe (feat. French Montana),Jason Derulo,20555,2018-01-01,es,2z4pcBLQXF2BXKFvd0BuB6
116,Loca (feat. Cali y El Dandee),Maite Perroni,20518,2018-01-01,es,05ZXXyeZFhZtA6DAP3Aw7x
117,Besándote,Piso 21,20494,2018-01-01,es,13X0XdLMOdtbXVtAj2ox4h
118,Solo a solas (feat. Maluma),Cosculluela,20398,2018-01-01,es,4iKuG50iHNBaybQOo11yrN
119,Joga O Bum Bum Tam Tam,MC Fioti,20333,2018-01-01,es,58tUwXG7xKE7gzNOp6Msca
120,"Loca (feat. Duki, Cazzu)",KHEA,20300,2018-01-01,es,0vnrhysrKKRdNYFKLAGzRc
121,Reggaetón Lento (Remix),CNCO,20022,2018-01-01,es,5PB8zB1MOZASboLquvinMF
122,Swish Swish,Katy Perry,20018,2018-01-01,es,2kVHAQKVtczchKctctzbtK
123,El Amante (feat. Ozuna & Bad Bunny) - Remix,Nicky Jam,19979,2018-01-01,es,04f13iELcsYpY2yeLiAcfq
124,GPS (feat. French Montana),Maluma,19716,2018-01-01,es,3t6j6WNv2OSn6qm5Vxynub
125,Soy Peor,Bad Bunny,19372,2018-01-01,es,5MT96Zz0ymUJNm8obKZQr0
126,Deja vu,Prince Royce,19340,2018-01-01,es,46HdsiK0uR26B2dY9QPzda
127,Believer,Imagine Dragons,19183,2018-01-01,es,0CcQNd8CINkwQfe1RDtGV6
128,Otra vez (feat. J Balvin),Zion & Lennox,19134,2018-01-01,es,3QwBODjSEzelZyVjxPOHdq
129,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,19123,2018-01-01,es,5knuzwU65gJK7IF5yJsuaW
130,Ahora Me Llama - Remix,KAROL G,19006,2018-01-01,es,63yOvxSAB02K45KDnZscS0
131,De Pie,C. Tangana,18896,2018-01-01,es,5ZISQTmGANOElHqxg4k8pz
132,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Ozuna,18882,2018-01-01,es,2FrnTVSHjgnEylKGdHRUK1
133,Esencial,Beret,18863,2018-01-01,es,5SDjlJ4jMFrzrWxn3m010S
134,Me Haces Falta,Antonio José,18798,2018-01-01,es,6xQuTgHSWht5oN6UZKo4N1
135,Vacaciones,Wisin,18680,2018-01-01,es,1rXojdsUqqxGj2WCmJGWHP
136,Vuelve,Beret,18547,2018-01-01,es,3jMwSd2zqGOwJStCatpjAr
137,Bailando - Spanish Version,Enrique Iglesias,18413,2018-01-01,es,32lm3769IRfcnrQV11LO4E
138,Bebe (feat. Anuel AA),Ozuna,18329,2018-01-01,es,6SIrNxmmdbv1KUbFBu1PaN
139,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,18145,2018-01-01,es,2Vdub5mY4lad7w64bFPUez
140,Imitadora,Romeo Santos,18144,2018-01-01,es,6r46lnXFbE9fr2d3KNaGbe
141,There's Nothing Holdin' Me Back,Shawn Mendes,18112,2018-01-01,es,79cuOz3SPQTuFrp8WgftAu
142,Andas En Mi Cabeza,Chino & Nacho,18017,2018-01-01,es,5mey7CLLuFToM2P68Qu1gF
143,Juraste,Sky,17973,2018-01-01,es,1xrbyp16GiuTEttWGqNQE6
144,Symphony (feat. Zara Larsson),Clean Bandit,17889,2018-01-01,es,1x5sYLZiu9r5E43kMlt9f8
145,Tu No Metes Cabra,Bad Bunny,17771,2018-01-01,es,10nQ3Pj0o1XotcikgJPVKD
146,Let You Down,NF,17546,2018-01-01,es,6mrKP2jyIQmM0rw6fQryjr
147,Sigo Extrañándote,J Balvin,17512,2018-01-01,es,6qDF4wWL49CAVbgT7yuHl8
148,Unforgettable,French Montana,17205,2018-01-01,es,3B54sVLJ402zGa6Xm4YGNe
149,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,16920,2018-01-01,es,4nyeESsxQQgftlY1Xfifde
150,It Ain't Me (with Selena Gomez),Kygo,16911,2018-01-01,es,3eR23VReFzcdmS7TYCrhCe
151,All Falls Down (feat. Juliander),Alan Walker,16853,2018-01-01,es,5yFSF6qQA1rcLsQRnBsZgb
152,Safari,J Balvin,16581,2018-01-01,es,6rQSrBHf7HlZjtcMZ4S4bO
153,XO Tour Llif3,Lil Uzi Vert,16567,2018-01-01,es,7GX5flRQZVHRAGd6B4TmDO
154,Desde Que Estamos Juntos,Melendi,16478,2018-01-01,es,66VmioeXL4i1TCfHIO8R9t
155,Netflixxx,Brytiago,16458,2018-01-01,es,5gFAT2DbEt4TOMXyAMEixG
156,Anywhere,Rita Ora,16437,2018-01-01,es,7EI6Iki24tBHAMxtb4xQN2
157,Man's Not Hot,Big Shaq,16363,2018-01-01,es,2nUJvBO87SkxCViQsLc9Zr
158,Vivir Mi Vida,Marc Anthony,16348,2018-01-01,es,3QHMxEOAGD51PDlbFPHLyJ
159,Billie Jean,Michael Jackson,16328,2018-01-01,es,5ChkMS8OtdzJeqyybCc9R5
160,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,16260,2018-01-01,es,5AEtlRudpgdT5FtNiuly6Y
161,I Miss You (feat. Julia Michaels),Clean Bandit,16207,2018-01-01,es,2xmrfQpmS2iJExTlklLoAL
162,Galway Girl,Ed Sheeran,16204,2018-01-01,es,0afhq8XCExXpqazXczTSve
163,Danza Kuduro,Don Omar,16093,2018-01-01,es,2a1o6ZejUi8U3wzzOtCOYw
164,Romance,Nacho,16075,2018-01-01,es,2ljGNdaz00VLUfqVfJjCAb
165,Vamo´ a la calle,Carlos Baute,15944,2018-01-01,es,2yd4FH40jSVLOCgZ1sJM2z
166,Ando buscando (feat. Piso 21),Carlos Baute,15668,2018-01-01,es,7BwJtE8KSbCQKOCTIAY3jX
167,Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,15640,2018-01-01,es,3iDPALl8BoUbuXZgy6EOWY
168,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,15629,2018-01-01,es,5bcTCxgc7xVfSaMV3RuVke
169,Mama,Jonas Blue,15570,2018-01-01,es,0NiXXAI876aGImAd6rTj8w
170,Amor Con Hielo,Morat,15466,2018-01-01,es,105pLwtYErO64sPyXsPPAP
171,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,15408,2018-01-01,es,6stYbAJgTszHAHZMPxWWCY
172,Issues,Julia Michaels,15382,2018-01-01,es,7vu0JkJh0ldukEYbTVcqd0
173,Gasolina,Daddy Yankee,15380,2018-01-01,es,5kXioaxxQcd69PydTjWzOD
174,Without You (feat. Sandro Cavazza),Avicii,15342,2018-01-01,es,6WbADFqMvR8N5u0BvtsWQE
175,Alguien Robo,Sebastian Yatra,15080,2018-01-01,es,5i50gKdLAjjIr7UxRT5IVy
176,La Dama,KAROL G,15003,2018-01-01,es,18Lf9mbzkZnQDjksUhpIqY
177,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,14987,2018-01-01,es,1OAh8uOEOvTDqkKFsKksCi
178,La Mordidita (feat. Yotuel),Ricky Martin,14788,2018-01-01,es,00i0O74dXdaKKdCrqHnfXm
179,Cicatrices,Natos y Waor,14775,2018-01-01,es,7cVPzL9iPXkMaHb8NvwvR3
180,One Dance,Drake,14740,2018-01-01,es,1xznGGDReH1oQq0xzbwXa3
181,Lollypop,Kidd Keo,14593,2018-01-01,es,3EskUzVHawZYf1q6tYlaRv
182,Ojalá,Beret,14443,2018-01-01,es,1bKLec07c65Zt7RV5Xt5yo
183,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,14408,2018-01-01,es,6YZdkObH88npeKrrkb8Ggf
184,Propuesta Indecente,Romeo Santos,14408,2018-01-01,es,5PycBIeabfvX3n9ILG7Vrv
185,Closer,The Chainsmokers,14305,2018-01-01,es,7BKLCZ1jbUBVqRi2FVlTVw
186,City Of Stars - Operación Triunfo 2017,Amaia,14167,2018-01-01,es,69bi3Tfjhr1RUtFK4M8JBV
187,Ropa Interior,Justin Quiles,14159,2018-01-01,es,0Dou2nphs2oZYr7uOcW1YI
188,Princesas,Pereza,14153,2018-01-01,es,3hlWUNjAlbZ6nOjAbrivBv
189,Egoísta,Ozuna,14009,2018-01-01,es,4X3CV9rXo3hQrkb0fzRAux
190,Atrévete-Te-Te,Calle 13,13981,2018-01-01,es,1q8NdCAQ9QUjpYiqzdd3mv
191,Friends (with BloodPop®),Justin Bieber,13933,2018-01-01,es,7nZmah2llfvLDiUjm0kiyz
192,Thinking out Loud,Ed Sheeran,13814,2018-01-01,es,1Slwb6dOYkBlWal1PGtnNg
193,Boom Boom,RedOne,13742,2018-01-01,es,4NzenFNqsYRvrG7rLdF1Ej
194,Por Favor - Spanglish Version,Fifth Harmony,13734,2018-01-01,es,2vHDurkzJ8dhCzoPzqiE2C
195,Destino o Casualidad,Melendi,13728,2018-01-01,es,02IJFWVjLSM811RsySQusA
196,Hello Cotto,Duki,13701,2018-01-01,es,1tkikMrqW4NvmzIfIyNXw7
197,Dime Si Vas a Volver,Bad Bunny,13660,2018-01-01,es,5nT1PxclTOlAggzM3Q4Nkr
198,Soldadito marinero,Fito y Fitipaldis,13635,2018-01-01,es,0eVborSuxUeSg0meWYd9dZ
199,Photograph,Ed Sheeran,13611,2018-01-01,es,6fxVffaTuwjgEk5h9QyRjy
200,No Te Hagas,Jory Boy,13589,2018-01-01,es,5hKjEpYrJIJs6uPl7zw6Y6
1,Échame La Culpa,Luis Fonsi,243596,2018-01-02,es,1zsG4eaZmkA1dvjDDsAGLK
2,Sensualidad,Bad Bunny,205746,2018-01-02,es,5hcisvFMidkMJlElTO9Qmw
3,Corazón,Maluma,175738,2018-01-02,es,4lESS6vuruP6a79KWRaQou
4,Criminal,Natti Natasha,174208,2018-01-02,es,6Za3190Sbw39BBC77WSS1C
5,Mayores,Becky G,167426,2018-01-02,es,7JNh1cfm0eXjqFVOzKLyau
6,Downtown,Anitta,155720,2018-01-02,es,3Ga6eKrUFf12ouh9Yw3v2D
7,Se Preparó,Ozuna,153377,2018-01-02,es,1m69ELEgE6k5ZWsap40ozt
8,No vaya a ser,Pablo Alborán,144837,2018-01-02,es,6ZZOdrcqRZzTCwGlsy00SU
9,Me Rehúso,Danny Ocean,141128,2018-01-02,es,6De0lHrwBfPfrhorm9q1Xl
10,Perro Fiel (feat. Nicky Jam),Shakira,138297,2018-01-02,es,70lnL3QaSOIIyMa2X9aVRL
11,New Rules,Dua Lipa,136571,2018-01-02,es,2ekn2ttSfGqwhhate0LSR0
12,Báilame - Remix,Nacho,131030,2018-01-02,es,3VClLWqNn80Llv0PJOsKgr
13,Suena El Dembow,Joey Montana,130928,2018-01-02,es,5TysCiZtv1HnSWcTcUFusI
14,Havana,Camila Cabello,126983,2018-01-02,es,0ofbQMrRDsUaVKq2mGLEAb
15,Bum Bum Tam Tam,MC Fioti,125612,2018-01-02,es,4zWO4gvuFtw6EJZC5FFGlr
16,Havana - Remix,Camila Cabello,125223,2018-01-02,es,3whrwq4DtvucphBPUogRuJ
17,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,119757,2018-01-02,es,33bnxcjePIkcmNjEFTJX0l
18,Chambea,Bad Bunny,119591,2018-01-02,es,6ElmxV9B2mSNscEjP27M7i
19,rockstar,Post Malone,116142,2018-01-02,es,7wGoVu4Dady5GV0Sv4UIsx
20,Déjate Llevar,Juan Magán,115571,2018-01-02,es,3xWEI23MLJrD0dpDcDUTW6
21,Que Va,Alex Sensation,107524,2018-01-02,es,7ofxPmTNMj2GP07g1VZa0O
22,3 A.M.,Jesse & Joy,104643,2018-01-02,es,0yyZN5ASdrYu0XYWFzfxUu
23,Perfect,Ed Sheeran,102026,2018-01-02,es,0tgVpDi06FyKpA1z0VMD4v
24,Robarte un Beso,Carlos Vives,101971,2018-01-02,es,0JcNysfWVWaMS7R6vzGB2k
25,Besos En Guerra,Morat,99352,2018-01-02,es,1d0c62VFYauOOgxZ2eFUxx
26,SUTRA,Sebastian Yatra,98939,2018-01-02,es,5TmZYdHW6HJ9gt7Aokuql5
27,Wolves,Selena Gomez,97842,2018-01-02,es,7EmGUiUaOSGDnUUQUDrOXC
28,Shape of You,Ed Sheeran,96156,2018-01-02,es,7qiZfU4dY1lWllzX7mPBI3
29,Escápate Conmigo (feat. Ozuna),Wisin,94498,2018-01-02,es,1KSqYYJFyfTecXFk9M0prc
30,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,94256,2018-01-02,es,1bhUWB0zJMIKr9yVPrkEuI
31,Mi Gente,J Balvin,93178,2018-01-02,es,2rb5MvYT7ZIxbKW5hfcHx8
32,Vuelve,Daddy Yankee,93012,2018-01-02,es,0lJCqIx5BhZtf6QtYI2fbv
33,Felices los 4,Maluma,91639,2018-01-02,es,0qYTZCo5Bwh1nsUFGZP3zn
34,Síguelo Bailando,Ozuna,91323,2018-01-02,es,5Y9fnynLlIvqtM710MHzfz
35,La isla del amor (feat. Maki),Demarco Flamenco,88515,2018-01-02,es,0Gw9QC3RqHmTdGqHIWLHb6
36,Saturno,Pablo Alborán,88252,2018-01-02,es,7en0831Kv3C7qDh1kXhM9U
37,Loco Enamorado,Abraham Mateo,86271,2018-01-02,es,4N1c5rmWOzRmB9SMacr5wB
38,Una Lady Como Tú,Manuel Turizo,83714,2018-01-02,es,7MHN1aCFtLXjownGhvEQlF
39,Bella y Sensual,Romeo Santos,81144,2018-01-02,es,0ERbK7qVqveCaBWIiYCrl3
40,Dusk Till Dawn - Radio Edit,ZAYN,79484,2018-01-02,es,1j4kHkkpqZRBwE0A4CN4Yv
41,Ahora Dice,Chris Jeday,78548,2018-01-02,es,22eADXu8DfOAUEDw4vU8qy
42,Explícale (feat. Bad Bunny),Yandel,76556,2018-01-02,es,1LszjjoVwDDZcWUQbzeDLG
43,What Lovers Do (feat. SZA),Maroon 5,75426,2018-01-02,es,3hBBKuWJfxlIlnd9QFoC8k
44,Bonita,J Balvin,74033,2018-01-02,es,693iqPOQvhI7PobtR8CC8v
45,Tú Me Obligaste,Antonio José,69547,2018-01-02,es,6NwXwJlXKZmgLZga2cLkhb
46,Tú Foto,Ozuna,65423,2018-01-02,es,5zSOVwaY3sVjnmLhuEfsuf
47,Hey DJ,CNCO,63241,2018-01-02,es,209gZgcfLq2aUuu51vOWBl
48,Dembow,Danny Ocean,60879,2018-01-02,es,2EzRdhuoPyNJDlep7lnNf2
49,Feel It Still,Portugal. The Man,60380,2018-01-02,es,6QgjcU0zLnzq5OrUoSZ3OK
50,OK,Robin Schulz,60139,2018-01-02,es,3bWAqKDWg6u1davspr5IkS
51,Despacito (Featuring Daddy Yankee),Luis Fonsi,59875,2018-01-02,es,4aWmUDTfIPGksMNLV2rQP2
52,Mala Mujer,C. Tangana,56863,2018-01-02,es,067QpM2xLhK24hTiovC3Zo
53,La Llamada,Leiva,56546,2018-01-02,es,5ZCamgcqvkckdf2FdfYuth
54,She Don't Give a FO (feat. Khea),Duki,56241,2018-01-02,es,7ehmaSwhEZv4aaJzxsVMGY
55,Guerrera,DELLAFUENTE,56134,2018-01-02,es,3Q6zROQvMXRtR9NYfDpNWL
56,How Long,Charlie Puth,53825,2018-01-02,es,32DGGj6KlNuBr6WaqRxpxi
57,Kung Fu,Dasoul,50861,2018-01-02,es,0B6GRS3vGtzu6w5BQXqWMq
58,Too Good At Goodbyes,Sam Smith,49150,2018-01-02,es,1mXVgsBdtIVeCLJnSnmtdV
59,Camina - Operación Triunfo 2017,Operación Triunfo 2017,48062,2018-01-02,es,5RtOTz6tsa5ssYJ084BaLW
