,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,Period,streamstotal_weights
59096,En otra historia,Don Patricio,73188,2020-02-28,6qr5QZueNxjHMWPMls8G6l,2020,307263,En otra historia,2020-02-27,0.2441620888345668,0.6210526315789474,0.581,0.529,0.636,0.0173,0.155,0.6430489832459394,0.5812807881773399,0.544,0.2371926034186948,4,2020-01-01,trap espanol,,,,,,,,,,trap espanol,6vPXtLmNd3mW0dd1Rb9eQ9,406089,0.7272727272727273,NormalPeriod,0.0002670733926006338
59103,Contando Lunares (feat. Cruz Cafuné),Don Patricio,31170,2019-01-28,6Cs7b9bu3fy5XhMwBA9Tz4,2019,10092878,La Dura Vida del Joven Rapero,2019-01-27,0.34311847742871343,0.021052631578947368,0.444,0.856,0.523,0.0,0.0537,0.3648804194909835,0.2042440318302388,0.7090000000000001,0.32527165279278136,4,2019-01-01,trap espanol,,,,,,,,,,trap espanol,6vPXtLmNd3mW0dd1Rb9eQ9,406089,0.7272727272727273,NormalPeriod,0.011936357961872411
59144,Enchochado de Ti,Don Patricio,29621,2019-02-12,5fL5vIkuEYyJpUSUcueMHT,2019,1169562,La Dura Vida del Joven Rapero,2019-01-27,0.3262138530348005,0.0,0.402,0.556,0.508,0.00533,0.165,0.6153600204629748,0.6229632436528987,0.53,0.7963652538603291,4,2019-01-01,trap espanol,,,,,,,,,,trap espanol,6vPXtLmNd3mW0dd1Rb9eQ9,406089,0.7272727272727273,NormalPeriod,0.0013831843296434794
59167,Señorita,Shawn Mendes,87933,2020-01-08,6v3KW9xbzN5yKLt9YKDYA2,2020,4871805,Shawn Mendes (Deluxe),2019-06-19,0.26557425489906383,0.8736842105263158,0.0392,0.759,0.5479999999999999,0.0,0.0828,0.648292620539711,0.010989010989010992,0.7490000000000001,0.3953739594586007,4,2019-01-01,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,,,"canadian pop,dance pop,pop,post-teen pop,viral pop",7n2wHs1TKAczGzO7Dd2rGr,28688622,0.8888888888888888,NormalPeriod,0.004234579137217077
59229,There's Nothing Holdin' Me Back,Shawn Mendes,22345,2018-01-08,79cuOz3SPQTuFrp8WgftAu,2018,356835,Illuminate (Deluxe),2017-04-20,0.2887862141216607,0.05263157894736842,0.381,0.857,0.8,0.0,0.0913,0.7770814682184423,0.06650246305418718,0.966,0.4273304950117557,4,2017-01-01,canadian pop,dance pop,pop,post-teen pop,viral pop,,,,,,"canadian pop,dance pop,pop,post-teen pop,viral pop",7n2wHs1TKAczGzO7Dd2rGr,28688622,0.8888888888888888,NormalPeriod,0.0006421351594825766
59245,Don't Start Now,Dua Lipa,87447,2020-01-08,6WrI0LAC5M1Rw2MnX2ZvEg,2020,6378676,Don't Start Now,2019-10-31,0.2454031402361221,0.9368421052631579,0.0125,0.794,0.7929999999999999,0.0,0.0952,0.7460033252334057,0.11557408109132244,0.677,0.4396899027768952,4,2019-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.005544353337760291
59307,Physical,Dua Lipa,101074,2020-01-31,5px6upUHM3fhOP621Edp4V,2020,2755100,Physical,2020-01-30,0.2737136179871866,0.8421052631578947,0.0137,0.647,0.8440000000000001,0.0006580000000000001,0.102,0.7949226243765187,0.04262978400909435,0.746,0.5859757259960602,4,2020-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.002394736443873835
59346,Kiss and Make Up,Dua Lipa,40604,2019-01-08,13hvHEstJ4sNbzdroPrPI3,2019,2571047,Dua Lipa (Complete Edition),2015-01-01,0.2649322391307268,0.6,0.0557,0.675,0.7290000000000001,0.0,0.189,0.7548279831180459,0.2326638878363016,0.63,0.2874690220499461,4,2015-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.0030406527581922794
59407,IDGAF,Dua Lipa,38264,2019-01-08,76cy1WJvNGJTj78UqeA5zr,2019,5492375,Dua Lipa (Deluxe),2017-06-02,0.33849811290344245,0.8631578947368421,0.0403,0.836,0.544,0.0,0.0824,0.6530246834633585,0.13471011746873815,0.51,0.268672555124865,4,2017-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.0064955658892180195
59522,New Rules,Dua Lipa,29247,2019-01-08,2xJCMIJfcNYDc5iR0sAm2O,2019,1085829,Dua Lipa (Complete Edition),2015-01-01,0.3153264475575195,0.6105263157894737,0.0026100000000000003,0.762,0.7,1.56e-05,0.153,0.6500831308351451,0.08753315649867374,0.608,0.3896930800025417,4,2015-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.0012841573661528415
59558,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,62900,2019-01-25,5600nq7TiBraBX2jobyJ3l,2019,441057,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",2019-01-24,0.2421366499670933,0.6947368421052632,0.00579,0.588,0.821,0.000275,0.208,0.6168947435733471,0.3652898825312618,0.509,0.8473724343902904,4,2019-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.0005216167512962665
59570,New Rules,Dua Lipa,126886,2018-01-08,2ekn2ttSfGqwhhate0LSR0,2018,6170794,Dua Lipa (Deluxe),2017-06-02,0.3153264475575195,0.8631578947368421,0.0026100000000000003,0.762,0.7,1.56e-05,0.153,0.6500831308351451,0.08753315649867374,0.608,0.3896930800025417,4,2017-01-01,dance pop,pop,uk pop,,,,,,,,"dance pop,pop,uk pop",6M2wZ9GZgrQXHCFfjv46we,19162718,0.9393939393939394,NormalPeriod,0.011104526712133415
59631,105 F Remix,KEVVO,86551,2020-01-08,1aUGxXCz9QimNkKeiJtzZ7,2020,3594518,105 F Remix,2019-09-12,1.0,0.7894736842105263,0.368,0.9,0.754,2.74e-06,0.28600000000000003,0.5864560685509657,0.2516104585070102,0.741,0.2878439346762407,4,2019-01-01,perreo,reggaeton flow,,,,,,,,,"perreo,reggaeton flow",4QrBoWLm2WNlPdbFhmlaUZ,110582,0.7676767676767676,NormalPeriod,0.0031243596431202096
59689,Me Equivocaré,Antonio José,81249,2020-01-08,5zsvrbPy4w9nz067ViWprz,2020,4219098,Antídoto,2019-11-07,0.16328959209165514,0.6421052631578947,0.0623,0.563,0.7290000000000001,0.0,0.0378,0.7679370763524747,0.2591890867752937,0.726,0.1637097286649298,4,2019-01-01,spanish pop,,,,,,,,,,spanish pop,1dbp04JzZ81JXlMGupCnJ8,381552,0.6464646464646465,NormalPeriod,0.0036672453779809117
59751,Deja A Ese Idiota,Antonio José,34047,2020-01-08,4zWsyCnFg74xy5OFVAJNSD,2020,34047,Antídoto,2019-11-07,0.20065007454367184,0.5578947368421052,0.165,0.67,0.547,0.0,0.0878,0.6799462846911369,0.038651004168245545,0.873,0.24950753002478235,4,2019-01-01,spanish pop,,,,,,,,,,spanish pop,1dbp04JzZ81JXlMGupCnJ8,381552,0.6464646464646465,NormalPeriod,2.9593695947360334e-05
59752,Me Haces Falta,Antonio José,29661,2019-01-08,7wCqmkAjudO0oKRASmv8Wg,2019,1732816,A Un Milímetro De Ti,2017-11-03,0.3123447006836528,0.6,0.47,0.5539999999999999,0.867,0.0,0.0913,0.8588694206420258,0.4979158772262221,0.466,0.909321980047023,4,2017-01-01,spanish pop,,,,,,,,,,spanish pop,1dbp04JzZ81JXlMGupCnJ8,381552,0.6464646464646465,NormalPeriod,0.0020493175542258516
59808,Tú Me Obligaste,Antonio José,65358,2018-01-08,6NwXwJlXKZmgLZga2cLkhb,2018,2332205,A Un Milímetro De Ti,2017-11-03,0.3003290666595033,0.0,0.128,0.7140000000000001,0.828,0.0,0.236,0.7362194654047832,0.09530125047366424,0.621,0.2545275465463557,4,2017-01-01,spanish pop,,,,,,,,,,spanish pop,1dbp04JzZ81JXlMGupCnJ8,381552,0.6464646464646465,NormalPeriod,0.004196872026625927
59869,Me Haces Falta,Antonio José,32602,2018-01-08,6xQuTgHSWht5oN6UZKo4N1,2018,1795423,A Un Milímetro De Ti,2017-11-03,0.3123447006836528,0.0,0.482,0.552,0.862,0.0,0.0883,0.8606599309374601,0.5111784766957179,0.511,0.9099383618224566,4,2017-01-01,spanish pop,,,,,,,,,,spanish pop,1dbp04JzZ81JXlMGupCnJ8,381552,0.6464646464646465,NormalPeriod,0.0032309169068159968
59930,Infeliz,Arcangel,81213,2020-01-08,4z6wo6PJG4Fve45OXK6D9m,2020,4159054,Historias de un Capricornio,2019-12-20,0.3469786308140706,0.8210526315789474,0.366,0.713,0.7979999999999999,4.3e-06,0.246,0.8338662233022125,0.3709738537324744,0.721,0.770960157590392,4,2019-01-01,latin,latin hip hop,reggaeton,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,trap latino,tropical",4SsVbpTthjScTS7U2hmr1X,5347948,0.8686868686868687,NormalPeriod,0.003615055056382436
59990,El Granjero,Arcangel,27922,2018-01-12,7k3SjypJ8lF9WWu8Op0We0,2018,562068,El Granjero,2018-01-05,0.3552576793413294,0.5684210526315789,0.302,0.7070000000000001,0.632,5.6e-06,0.237,0.7177388412840516,0.24592648730579764,0.741,0.6047277117620894,4,2018-01-01,latin,latin hip hop,reggaeton,trap latino,tropical,,,,,,"latin,latin hip hop,reggaeton,trap latino,tropical",4SsVbpTthjScTS7U2hmr1X,5347948,0.8686868686868687,NormalPeriod,0.0010114580263148314
60013,Tutu,Camilo,80181,2020-01-08,1nocRtwyNPVtGcIJqfgdzZ,2020,4582196,Tutu,2019-08-09,0.23283950948920795,0.8421052631578947,0.273,0.731,0.8320000000000001,0.0,0.0665,0.8693566952295689,0.05134520651762031,0.94,0.5799453517188791,4,2019-01-01,colombian pop,latin,reggaeton colombiano,,,,,,,,"colombian pop,latin,reggaeton colombiano",28gNT5KBp7IjEOQoevXf9N,3221838,0.898989898989899,NormalPeriod,0.003982850623996556
60075,Que Calor (with J Balvin & El Alfa),Major Lazer,76259,2020-01-08,1G2CAJeP7rCwOZjlSJ0Zw3,2020,4156992,Que Calor (with J Balvin & El Alfa),2019-09-11,0.20969470672773427,0.5157894736842106,0.0372,0.795,0.885,0.0075400000000000016,0.285,0.7710704693694846,0.09170140204622962,0.46,0.4530151871385906,4,2019-01-01,dance pop,edm,electro house,moombahton,pop,pop rap,,,,,"dance pop,edm,electro house,moombahton,pop,pop rap",738wLrAtLtCtFOLvQBXOXp,6053717,0.8282828282828283,NormalPeriod,0.0036132627633450624
60137,En la cara (feat. Karol G) - Sua Cara Remix,Major Lazer,28129,2018-01-12,2oCYVE2ndHzo51tPZai4yr,2018,28129,En La Cara (feat. Karol G) [Sua Cara Remix],2018-01-12,0.20762360146669712,0.2631578947368421,0.0142,0.737,0.794,0.000515,0.597,0.8045146438163447,0.0716180371352785,0.484,0.2876787189426193,4,2018-01-01,dance pop,edm,electro house,moombahton,pop,pop rap,,,,,"dance pop,edm,electro house,moombahton,pop,pop rap",738wLrAtLtCtFOLvQBXOXp,6053717,0.8282828282828283,NormalPeriod,5.061896927455378e-05
60138,Que Tire Pa Lante,Daddy Yankee,72527,2020-01-08,6RyaV7owmVU6fzEPE17sF1,2020,3973423,Que Tire Pa Lante,2019-10-18,0.3185499576914295,0.8421052631578947,0.0478,0.6579999999999999,0.901,0.0,0.12,0.8551605064586264,0.02368321333838576,0.708,0.24929783313210904,4,2019-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.003453704353753586
60200,Con Calma,Daddy Yankee,57497,2020-01-08,5w9c2J52mkdntKOmRLeM2m,2020,21394685,Con Calma,2019-01-24,0.2720938041448968,0.8842105263157894,0.11,0.737,0.86,1.94e-06,0.0574,0.8655198874536385,0.06839712012125805,0.6559999999999999,0.2493613776450404,4,2019-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.018596287566585924
60306,Definitivamente,Daddy Yankee,71456,2020-01-31,113PlnpZbHd3WIqeYjhZWv,2020,3802808,Definitivamente,2020-01-31,0.3380333901924704,0.8315789473684211,0.586,0.813,0.764,0.0,0.253,0.8183271518096943,0.15498294808639634,0.429,0.2878566435788269,4,2020-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.0033054055775307506
60345,Adictiva,Daddy Yankee,240311,2019-01-08,6MJUCumnQsQEKbCy28tbCP,2019,13841294,Adictiva,2018-11-09,0.3113857064188146,0.7684210526315789,0.29100000000000004,0.7879999999999999,0.7709999999999999,5.62e-05,0.172,0.8300933623225477,0.06271314892004548,0.701,0.28144500222405794,4,2018-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.016369428010475983
60406,Dura - Remix,Daddy Yankee,28248,2019-01-10,6U2NuJILEOEpW2tVCuqKHb,2019,88305,Dura (Remix),2018-04-27,0.4035431748888561,0.7473684210526316,0.188,0.772,0.8029999999999999,0.0,0.434,0.8410282644839493,0.0447139067828723,0.853,0.2556649933278261,4,2018-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.00010443404644573563
60409,Donde Estan Las Gatas (feat. Nicky Jam),Daddy Yankee,31493,2019-02-22,3Kemg5QPEhEjOiWUFrTkXX,2019,311558,Alex Gargolas Greatest Hits,2013-07-09,0.20971619679529369,0.4105263157894737,0.194,0.836,0.961,0.0,0.07400000000000001,0.8637933239544698,0.07635467980295567,0.76,0.3508292558937535,4,2013-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.00036846455628266234
60419,Vuelve,Daddy Yankee,85952,2018-01-08,0lJCqIx5BhZtf6QtYI2fbv,2018,5724558,Vuelve,2017-09-29,0.5041516124266315,0.010526315789473684,0.188,0.73,0.5379999999999999,0.0,0.123,0.6762373705077376,0.01648351648351648,0.215,0.4783376755417169,4,2017-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.010301511803206691
60480,La Rompe Corazones,Daddy Yankee,27401,2018-01-08,4okba5wu9mMLXx79DXLKi3,2018,1488234,La Rompe Corazones,2017-01-13,0.3024324070218796,0.010526315789473684,0.116,0.685,0.8590000000000001,0.0,0.317,0.8691648548407724,0.06081849185297461,0.8909999999999999,0.7706106627692698,4,2017-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.0026781211958955622
60538,Dura,Daddy Yankee,94877,2018-01-19,2j2fIJGh4PMdXt9ULI5Tlc,2018,10890895,Dura,2018-01-18,0.2915799229043826,0.042105263157894736,0.174,0.7859999999999999,0.846,0.0,0.413,0.8133393017009848,0.05172413793103449,0.8190000000000001,0.25581750015886123,4,2018-01-01,latin,latin hip hop,reggaeton,tropical,,,,,,,"latin,latin hip hop,reggaeton,tropical",4VMYDCV2IEDYJArk749S6m,19671828,0.9191919191919192,NormalPeriod,0.019598488370627873
60588,Disparos,Dani Fernández,68170,2020-01-08,2F75mXaavRl0hm3rtM15cq,2020,3705063,Incendios,2019-05-24,0.372820437054249,0.6526315789473685,0.0622,0.5870000000000001,0.847,1.25e-05,0.111,0.6827599437268193,0.0297461159530125,0.754,0.6186439600940459,4,2019-01-01,spanish pop,,,,,,,,,,spanish pop,0CVOcYvRcSvOXyuR4YGKaC,65090,0.6363636363636364,NormalPeriod,0.0032204454985113144
60650,Te esperaré toda la vida,Dani Fernández,51465,2020-01-08,6MCPhEshiLRXgdFKqvr478,2020,4873966,En llamas,2018-11-23,0.3609713510536849,0.6105263157894737,0.22,0.75,0.63,0.0,0.132,0.7011126742550199,0.033535430087154226,0.85,0.4656605452119209,4,2018-01-01,spanish pop,,,,,,,,,,spanish pop,0CVOcYvRcSvOXyuR4YGKaC,65090,0.6363636363636364,NormalPeriod,0.004236457481181075
60752,DOSIS,Dvicio,66025,2020-01-08,0cDumxvNKhydP1Cmon2S6E,2020,4612171,DOSIS,2019-11-01,0.3418371321504842,0.7263157894736842,0.149,0.747,0.772,1.07e-06,0.185,0.6282133265123417,0.04717696097006442,0.782,0.33807587214844004,4,2019-01-01,latin,latin arena pop,latin pop,latin viral pop,spanish pop,,,,,,"latin,latin arena pop,latin pop,latin viral pop,spanish pop",2KxjMGXFgX1vt9grpbD3xI,680243,0.6868686868686869,NormalPeriod,0.004008904932335679
60814,5 Sentidos,Dvicio,46994,2020-01-08,7chjOPhoxbpRYSrO1rvdnu,2020,7279068,5 Sentidos,2018-09-27,0.31702684915315704,0.6631578947368421,0.0961,0.644,0.735,0.0,0.116,0.6834633584857399,0.045661235316407735,0.664,0.7699434453834911,4,2018-01-01,latin,latin arena pop,latin pop,latin viral pop,spanish pop,,,,,,"latin,latin arena pop,latin pop,latin viral pop,spanish pop",2KxjMGXFgX1vt9grpbD3xI,680243,0.6868686868686869,NormalPeriod,0.0063269752157946455
60937,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),Dvicio,37717,2020-01-08,4txQPJDlvU72lC6EMhT7m9,2020,7337469,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),2018-05-04,0.3234604381287524,0.7052631578947368,0.0811,0.7440000000000001,0.836,4.21e-06,0.166,0.8261926077503517,0.06820765441455097,0.524,0.2366207028023129,4,2018-01-01,latin,latin arena pop,latin pop,latin viral pop,spanish pop,,,,,,"latin,latin arena pop,latin pop,latin viral pop,spanish pop",2KxjMGXFgX1vt9grpbD3xI,680243,0.6868686868686869,NormalPeriod,0.006377737439691665
61020,Valeria,Dvicio,32317,2019-03-08,03CMxAJdSDN7qc4zR6Hja0,2019,32317,Valeria,2019-03-08,0.3508978818852162,0.5684210526315789,0.326,0.606,0.64,1.09e-05,0.102,0.5379204501854457,0.009662751042061386,0.222,0.28791383364046513,4,2019-01-01,latin,latin arena pop,latin pop,latin viral pop,spanish pop,,,,,,"latin,latin arena pop,latin pop,latin viral pop,spanish pop",2KxjMGXFgX1vt9grpbD3xI,680243,0.6868686868686869,NormalPeriod,3.8219750625523335e-05
61021,Casi Humanos,Dvicio,22209,2018-01-09,54lOVJJ98nfVFDK1u1csgo,2018,88132,Qué Tienes Tú,2017-04-28,0.4042577196352061,0.6631578947368421,0.0743,0.7440000000000001,0.608,1.08e-06,0.0902,0.6647908939762117,0.005683971201212585,0.785,0.3380186820868018,4,2017-01-01,latin,latin arena pop,latin pop,latin viral pop,spanish pop,,,,,,"latin,latin arena pop,latin pop,latin viral pop,spanish pop",2KxjMGXFgX1vt9grpbD3xI,680243,0.6868686868686869,NormalPeriod,0.00015859614632958774
61025,LowKey,Bryant Myers,65029,2020-01-08,3aSZoM8ZylbB0xCBkGpNTg,2020,2506400,LowKey,2019-12-13,0.2715592387143567,0.6631578947368421,0.14400000000000002,0.764,0.693,0.0,0.254,0.7366670929786417,0.7063281546040167,0.682,0.7950625913452374,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0021785660857774236
61077,Gan-Ga - Remix,Bryant Myers,49877,2020-01-08,27qRmG3zOWPvMYUkpPdQ1g,2020,2125006,Gan-Ga (Remix),2019-11-15,0.2724618215518515,0.7263157894736842,0.382,0.861,0.5720000000000001,0.0,0.0853,0.6170865839621436,0.7423266388783629,0.396,0.2243439029039843,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.001847057933160525
61123,Gan-Ga,Bryant Myers,37849,2020-01-11,2J3jxgfp6GWoBsMPIa20oC,2020,137187,Gan-Ga,2019-07-26,0.2760533490927162,0.6842105263157895,0.227,0.856,0.523,0.0,0.0895,0.5555058191584602,0.7517999242137172,0.378,0.22345427972294601,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.00011924311586719894
61127,Como Panas,Bryant Myers,49623,2020-02-14,07MrcfLozSPBfEI8GPOZgc,2020,2105806,Como Panas,2020-02-14,0.2875962016305589,0.6736842105263158,0.404,0.638,0.61,0.0,0.146,0.6559662360915718,0.3596059113300492,0.379,0.6558365635127406,4,2020-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0018303692686030216
61152,Tanta Falta,Bryant Myers,69878,2019-01-08,0sPTfDSZgE3KvcvqaKPtEx,2019,2489471,Tanta Falta,2018-10-10,0.23950143043262195,0.21052631578947367,0.135,0.856,0.728,1e-06,0.2,0.811484844609285,0.12959454338764684,0.797,0.22400711698544826,4,2018-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0029441767741273076
61210,Noche De Fantasia,Bryant Myers,39318,2019-01-08,3gcAbJ38vIQvT6No64cIcn,2019,2816625,Noche De Fantasia,2018-12-21,0.3625669885699703,0.1368421052631579,0.0733,0.664,0.6509999999999999,0.0,0.225,0.6294922624376519,0.3349753694581281,0.371,0.7955328207409291,4,2018-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0033310859642174295
61271,Te Descubrí,Bryant Myers,37234,2019-02-08,7Fn8mzi4p1otwhg9qWdFuk,2019,37234,Cambio de Clima,2019-02-08,0.25493935771560583,0.4631578947368421,0.207,0.82,0.757,1.23e-06,0.0797,0.6486763013173039,0.2326638878363016,0.6809999999999999,0.31978140687551626,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,4.403484837053983e-05
61272,Ganas Sobran,Bryant Myers,29098,2019-02-10,17iXKeQe2iVYXJcMpQqthG,2019,2127951,Cambio de Clima,2019-02-08,0.3921534390823741,0.6842105263157895,0.369,0.8029999999999999,0.597,0.0,0.0998,0.7701112674255021,0.19666540356195528,0.688,0.19259706424350256,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0025166245803550148
61300,No Ando Solo,Bryant Myers,31091,2019-02-28,6ZEb5M7dycMbooECbG2He4,2019,354001,Cambio de Clima,2019-02-08,0.4018239694841041,0.6105263157894737,0.54,0.672,0.489,0.0,0.0927,0.6139531909451337,0.2156119742326639,0.35,0.4771176208934358,4,2019-01-01,latin,reggaeton,reggaeton flow,trap latino,tropical,,,,,,"latin,reggaeton,reggaeton flow,trap latino,tropical",6w9ToX5slZ4uIdmD17hJ3c,3946903,0.8080808080808081,NormalPeriod,0.0004186598366551934
61310,Bésame,David Bisbal,64927,2020-01-08,7kcSKOl5rR4zGxFNYhkeRX,2020,3761690,En Tus Planes,2020-01-02,0.2928720132163916,0.6736842105263158,0.0541,0.738,0.826,0.0,0.115,0.7750991175342116,0.04300871542250853,0.872,0.27448687805807964,4,2020-01-01,latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical,,,,,"latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical",5gOJTI4TusSENizxhcG7jB,2764037,0.7676767676767676,NormalPeriod,0.003269665759339322
61372,Perdón,David Bisbal,40054,2020-01-08,0Cr4tOaucO06eLJpXI3wXI,2020,476561,En Tus Planes,2020-01-02,0.30774313996749625,0.6,0.29100000000000004,0.6729999999999999,0.855,0.0,0.124,0.7455556976595473,0.1163319439181508,0.96,0.7958124165978269,4,2020-01-01,latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical,,,,,"latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical",5gOJTI4TusSENizxhcG7jB,2764037,0.7676767676767676,NormalPeriod,0.00041422743073897815
61385,A Partir De Hoy,David Bisbal,38477,2020-01-08,3Z7JMhKrVBiMvMd0xV1vyI,2020,255635,En Tus Planes,2020-01-02,0.28169986434394856,0.7157894736842105,0.188,0.652,0.847,0.0,0.378,0.7133904591379973,0.06062902614626753,0.515,0.6938552455995424,4,2020-01-01,latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical,,,,,"latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical",5gOJTI4TusSENizxhcG7jB,2764037,0.7676767676767676,NormalPeriod,0.00022219826896653037
61392,En Tus Planes,David Bisbal,38468,2020-01-08,5fmXWEFh8vMXzKTHN9ezKV,2020,1806940,En Tus Planes,2020-01-02,0.21546747612587808,0.6736842105263158,0.284,0.813,0.78,0.0,0.0351,0.7941552628213326,0.26297840090943536,0.79,0.2368113363411069,4,2020-01-01,latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical,,,,,"latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical",5gOJTI4TusSENizxhcG7jB,2764037,0.7676767676767676,NormalPeriod,0.0015705945591424585
61434,Perdón,David Bisbal,94797,2019-01-08,4iCJFRTRsFlj4UWoEd7bS9,2019,4896252,Perdón,2018-09-27,0.30774313996749625,0.6631578947368421,0.29100000000000004,0.6729999999999999,0.855,0.0,0.124,0.7455556976595473,0.1163319439181508,0.96,0.7958124165978269,4,2018-01-01,latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical,,,,,"latin,latin arena pop,latin pop,spanish pop,spanish pop rock,tropical",5gOJTI4TusSENizxhcG7jB,2764037,0.7676767676767676,NormalPeriod,0.005790560090346254
