,Position,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,artist_id,artist_followers,artist_popularity
16,6,La Difícil,Bad Bunny,308433,2020-03-30,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
17,6,La Difícil,Bad Bunny,302978,2020-03-31,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
18,6,La Difícil,Bad Bunny,308356,2020-04-01,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
19,6,La Difícil,Bad Bunny,300677,2020-04-02,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
20,7,La Difícil,Bad Bunny,273521,2020-04-03,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
21,7,La Difícil,Bad Bunny,275824,2020-04-04,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
22,7,La Difícil,Bad Bunny,253119,2020-04-05,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
23,7,La Difícil,Bad Bunny,260916,2020-04-06,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
24,8,La Difícil,Bad Bunny,251817,2020-04-07,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
25,8,La Difícil,Bad Bunny,258736,2020-04-08,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
26,9,La Difícil,Bad Bunny,239135,2020-04-09,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
27,9,La Difícil,Bad Bunny,232693,2020-04-10,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
28,9,La Difícil,Bad Bunny,232796,2020-04-11,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
29,9,La Difícil,Bad Bunny,213582,2020-04-12,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
30,9,La Difícil,Bad Bunny,219029,2020-04-13,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
31,9,La Difícil,Bad Bunny,224211,2020-04-14,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
32,9,La Difícil,Bad Bunny,219506,2020-04-15,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
33,9,La Difícil,Bad Bunny,221175,2020-04-16,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
34,12,La Difícil,Bad Bunny,215794,2020-04-17,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
35,12,La Difícil,Bad Bunny,206509,2020-04-18,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
36,13,La Difícil,Bad Bunny,182017,2020-04-19,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
37,13,La Difícil,Bad Bunny,192977,2020-04-20,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
38,13,La Difícil,Bad Bunny,176669,2020-04-21,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
39,14,La Difícil,Bad Bunny,183474,2020-04-22,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
40,14,La Difícil,Bad Bunny,187012,2020-04-23,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
41,15,La Difícil,Bad Bunny,189438,2020-04-24,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
42,16,La Difícil,Bad Bunny,180721,2020-04-25,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
43,17,La Difícil,Bad Bunny,163359,2020-04-26,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
44,19,La Difícil,Bad Bunny,157721,2020-04-27,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
45,17,La Difícil,Bad Bunny,161073,2020-04-28,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
46,17,La Difícil,Bad Bunny,167083,2020-04-29,6NfrH0ANGmgBXyxgV2PeXt,2020,14996733,YHLQMDLG,2020-02-28,0.10690473365761063,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8508402268352323,0.13778801843317973,0.761,0.8537468372967124,4,latin,reggaeton,trap latino,,,,,,,4q3ewBCX7sLwd24euuV69X,23787073,97
